federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,survey_date,survey_type,deficiency_prefix,deficiency_category,deficiency_tag_number,tag_version,deficiency_description,scope_severity_code,deficiency_corrected,correction_date,inspection_cycle,standard_deficiency,complaint_deficiency,infection_control_inspection_deficiency,location,processing_date
495230,ENVOY AT THE VILLAGE,4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055,10/6/21,Fire Safety,E,Emergency Preparedness Deficiencies,30,New,List the names and contact information of those in the facility.,C,"Deficient, Provider has date of correction",11/2/21,1,Y,Y,N,"4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055",7/1/22
495230,ENVOY AT THE VILLAGE,4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055,10/6/21,Fire Safety,E,Emergency Preparedness Deficiencies,31,New,Provide emergency officials' contact information.,C,"Deficient, Provider has date of correction",11/2/21,1,Y,Y,N,"4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055",7/1/22
495230,ENVOY AT THE VILLAGE,4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055,10/6/21,Fire Safety,E,Emergency Preparedness Deficiencies,32,New,Provide primary/alternate means for communication.,C,"Deficient, Provider has date of correction",11/2/21,1,Y,Y,N,"4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055",7/1/22
495230,ENVOY AT THE VILLAGE,4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055,10/6/21,Fire Safety,E,Emergency Preparedness Deficiencies,36,New,Establish emergency prep training and testing.,C,"Deficient, Provider has date of correction",11/2/21,1,Y,Y,N,"4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055",7/1/22
495230,ENVOY AT THE VILLAGE,4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055,10/6/21,Fire Safety,E,Emergency Preparedness Deficiencies,37,New,Establish staff and initial training requirements.,C,"Deficient, Provider has date of correction",11/2/21,1,Y,Y,N,"4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055",7/1/22
495230,ENVOY AT THE VILLAGE,4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055,4/3/19,Fire Safety,K,Egress Deficiencies,223,New,Provide exit doors that are held open by devices that will automatically close on the activation of a fire alarm or smoke detector.,E,"Deficient, Provider has date of correction",5/20/19,2,Y,N,N,"4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055",7/1/22
495230,ENVOY AT THE VILLAGE,4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055,4/3/19,Fire Safety,K,Smoke Deficiencies,345,New,"Have approved installation, maintenance and testing program for fire alarm systems.",F,"Deficient, Provider has date of correction",5/20/19,2,Y,N,N,"4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055",7/1/22
495230,ENVOY AT THE VILLAGE,4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055,4/3/19,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",F,"Deficient, Provider has date of correction",5/20/19,2,Y,N,N,"4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055",7/1/22
495230,ENVOY AT THE VILLAGE,4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055,4/3/19,Fire Safety,K,Smoke Deficiencies,355,New,"Properly select, install, inspect, or maintain portable fire extinguishes.",E,"Deficient, Provider has date of correction",5/20/19,2,Y,N,N,"4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055",7/1/22
495230,ENVOY AT THE VILLAGE,4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055,4/3/19,Fire Safety,K,Services Deficiencies,511,New,Have properly installed electrical wiring and gas equipment.,E,"Deficient, Provider has date of correction",5/20/19,2,Y,N,N,"4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055",7/1/22
495230,ENVOY AT THE VILLAGE,4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055,2/28/18,Fire Safety,K,Construction Deficiencies,161,New,Use approved construction type or materials.,F,"Deficient, Provider has date of correction",4/24/18,3,Y,N,N,"4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055",7/1/22
495230,ENVOY AT THE VILLAGE,4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055,2/28/18,Fire Safety,K,Smoke Deficiencies,321,New,Ensure that special areas are constructed so that walls can resist fire for one hour or have an approved fire extinguishing system.,F,"Deficient, Provider has date of correction",4/24/18,3,Y,N,N,"4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055",7/1/22
495230,ENVOY AT THE VILLAGE,4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055,2/28/18,Fire Safety,K,Miscellaneous Deficiencies,712,New,Have simulated fire drills held at unexpected times.,F,"Deficient, Provider has date of correction",4/24/18,3,Y,N,N,"4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055",7/1/22
495230,ENVOY AT THE VILLAGE,4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055,2/28/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",918,New,Have generator or other power source capable of supplying service within 10 seconds.,F,"Deficient, Provider has date of correction",4/24/18,3,Y,N,N,"4238 JAMES MADSON HIGHWAY,FORK UNION,VA,23055",7/1/22
495232,KEMPSVILLE HEALTH & REHAB CENTER,5520 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464,1/21/22,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",915,New,Have proper power supply for life support equipment.,D,"Deficient, Provider has date of correction",2/17/22,1,Y,N,N,"5520 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464",7/1/22
495232,KEMPSVILLE HEALTH & REHAB CENTER,5520 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464,8/21/19,Fire Safety,K,Miscellaneous Deficiencies,741,New,"Have posted ""No-smoking"" signs in areas where smoking is not permitted or ashtrays provided where smoking was allowed.",D,"Deficient, Provider has date of correction",9/5/19,2,Y,N,N,"5520 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464",7/1/22
495232,KEMPSVILLE HEALTH & REHAB CENTER,5520 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464,11/2/17,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",F,"Deficient, Provider has date of correction",12/17/17,3,Y,N,N,"5520 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464",7/1/22
495232,KEMPSVILLE HEALTH & REHAB CENTER,5520 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464,11/2/17,Fire Safety,K,Smoke Deficiencies,362,New,Ensure that corridors are separated from use areas by walls constructed to limit the passage of smoke.,D,"Deficient, Provider has date of correction",12/17/17,3,Y,N,N,"5520 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464",7/1/22
495232,KEMPSVILLE HEALTH & REHAB CENTER,5520 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464,11/2/17,Fire Safety,K,Smoke Deficiencies,363,New,Install corridor and hallway doors that block smoke.,D,"Deficient, Provider has date of correction",12/17/17,3,Y,N,N,"5520 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464",7/1/22
495232,KEMPSVILLE HEALTH & REHAB CENTER,5520 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464,11/2/17,Fire Safety,K,Smoke Deficiencies,372,New,Ensure smoke barriers are constructed to a 1 hour fire resistance rating.,E,"Deficient, Provider has date of correction",12/17/17,3,Y,N,N,"5520 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464",7/1/22
495232,KEMPSVILLE HEALTH & REHAB CENTER,5520 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464,11/2/17,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",916,New,Have a battery powered remote alarm panel in a location accessible by operating personnel.,E,"Deficient, Provider has date of correction",12/17/17,3,Y,N,N,"5520 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464",7/1/22
495232,KEMPSVILLE HEALTH & REHAB CENTER,5520 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464,11/2/17,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",918,New,Have generator or other power source capable of supplying service within 10 seconds.,F,"Deficient, Provider has date of correction",12/17/17,3,Y,N,N,"5520 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464",7/1/22
495233,FAUQUIER HEALTH REHABILITATION & NURSING CENTER,360 HOSPITAL DRIVE,WARRENTON,VA,20186,11/15/19,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",D,"Deficient, Provider has date of correction",1/14/20,2,Y,N,N,"360 HOSPITAL DRIVE,WARRENTON,VA,20186",7/1/22
495233,FAUQUIER HEALTH REHABILITATION & NURSING CENTER,360 HOSPITAL DRIVE,WARRENTON,VA,20186,11/15/19,Fire Safety,K,Smoke Deficiencies,372,New,Ensure smoke barriers are constructed to a 1 hour fire resistance rating.,D,"Deficient, Provider has date of correction",1/14/20,2,Y,N,N,"360 HOSPITAL DRIVE,WARRENTON,VA,20186",7/1/22
495233,FAUQUIER HEALTH REHABILITATION & NURSING CENTER,360 HOSPITAL DRIVE,WARRENTON,VA,20186,11/15/19,Fire Safety,K,Smoke Deficiencies,374,New,Install smoke barrier doors that can resist smoke for at least 20 minutes.,D,"Deficient, Provider has date of correction",1/14/20,2,Y,N,N,"360 HOSPITAL DRIVE,WARRENTON,VA,20186",7/1/22
495233,FAUQUIER HEALTH REHABILITATION & NURSING CENTER,360 HOSPITAL DRIVE,WARRENTON,VA,20186,11/15/19,Fire Safety,K,Miscellaneous Deficiencies,761,New,"To conduct inspection, testing and maintenance of fire doors by qualified individuals.",D,"Deficient, Provider has date of correction",1/14/20,2,Y,N,N,"360 HOSPITAL DRIVE,WARRENTON,VA,20186",7/1/22
495233,FAUQUIER HEALTH REHABILITATION & NURSING CENTER,360 HOSPITAL DRIVE,WARRENTON,VA,20186,11/15/19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",920,New,Ensure proper usage of power strips and extension cords.,E,"Deficient, Provider has date of correction",1/14/20,2,Y,N,N,"360 HOSPITAL DRIVE,WARRENTON,VA,20186",7/1/22
495233,FAUQUIER HEALTH REHABILITATION & NURSING CENTER,360 HOSPITAL DRIVE,WARRENTON,VA,20186,8/28/18,Fire Safety,K,Construction Deficiencies,100,New,Meet other general requirements.,E,"Deficient, Provider has date of correction",10/11/18,3,Y,N,N,"360 HOSPITAL DRIVE,WARRENTON,VA,20186",7/1/22
495233,FAUQUIER HEALTH REHABILITATION & NURSING CENTER,360 HOSPITAL DRIVE,WARRENTON,VA,20186,8/28/18,Fire Safety,K,Smoke Deficiencies,325,New,Have properly installed hallway dispensers for alcohol-based hand rub.,E,"Deficient, Provider has date of correction",10/11/18,3,Y,N,N,"360 HOSPITAL DRIVE,WARRENTON,VA,20186",7/1/22
495233,FAUQUIER HEALTH REHABILITATION & NURSING CENTER,360 HOSPITAL DRIVE,WARRENTON,VA,20186,8/28/18,Fire Safety,K,Smoke Deficiencies,341,New,Install a fire alarm system that can be heard throughout the facility.,D,"Deficient, Provider has date of correction",10/11/18,3,Y,N,N,"360 HOSPITAL DRIVE,WARRENTON,VA,20186",7/1/22
495233,FAUQUIER HEALTH REHABILITATION & NURSING CENTER,360 HOSPITAL DRIVE,WARRENTON,VA,20186,8/28/18,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",D,"Deficient, Provider has date of correction",10/11/18,3,Y,N,N,"360 HOSPITAL DRIVE,WARRENTON,VA,20186",7/1/22
495233,FAUQUIER HEALTH REHABILITATION & NURSING CENTER,360 HOSPITAL DRIVE,WARRENTON,VA,20186,8/28/18,Fire Safety,K,Smoke Deficiencies,372,New,Ensure smoke barriers are constructed to a 1 hour fire resistance rating.,D,"Deficient, Provider has date of correction",10/11/18,3,Y,N,N,"360 HOSPITAL DRIVE,WARRENTON,VA,20186",7/1/22
495233,FAUQUIER HEALTH REHABILITATION & NURSING CENTER,360 HOSPITAL DRIVE,WARRENTON,VA,20186,8/28/18,Fire Safety,K,Services Deficiencies,511,New,Have properly installed electrical wiring and gas equipment.,D,"Deficient, Provider has date of correction",10/11/18,3,Y,N,N,"360 HOSPITAL DRIVE,WARRENTON,VA,20186",7/1/22
495233,FAUQUIER HEALTH REHABILITATION & NURSING CENTER,360 HOSPITAL DRIVE,WARRENTON,VA,20186,8/28/18,Fire Safety,K,Miscellaneous Deficiencies,711,New,Provide a written emergency evacuation plan.,D,"Deficient, Provider has date of correction",10/11/18,3,Y,N,N,"360 HOSPITAL DRIVE,WARRENTON,VA,20186",7/1/22
495233,FAUQUIER HEALTH REHABILITATION & NURSING CENTER,360 HOSPITAL DRIVE,WARRENTON,VA,20186,8/28/18,Fire Safety,K,Electrical Deficiencies,901,New,Ensure that building systems meet requirements determined by risk assessment procedures performed by qualified personnel.,D,"Deficient, Provider has date of correction",10/11/18,3,Y,N,N,"360 HOSPITAL DRIVE,WARRENTON,VA,20186",7/1/22
495233,FAUQUIER HEALTH REHABILITATION & NURSING CENTER,360 HOSPITAL DRIVE,WARRENTON,VA,20186,8/28/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",920,New,Ensure proper usage of power strips and extension cords.,E,"Deficient, Provider has date of correction",10/11/18,3,Y,N,N,"360 HOSPITAL DRIVE,WARRENTON,VA,20186",7/1/22
495233,FAUQUIER HEALTH REHABILITATION & NURSING CENTER,360 HOSPITAL DRIVE,WARRENTON,VA,20186,8/28/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",923,New,Have proper medical gas storage and administration areas.,D,"Deficient, Provider has date of correction",10/11/18,3,Y,N,N,"360 HOSPITAL DRIVE,WARRENTON,VA,20186",7/1/22
495234,CYPRESS POINTE REHABILITATION AND NURSING,5580 DANIEL SMITH ROAD,VIRGINIA BEACH,VA,23462,11/22/19,Fire Safety,E,Emergency Preparedness Deficiencies,29,New,Develop a communication plan.,C,"Deficient, Provider has date of correction",1/3/20,1,Y,Y,N,"5580 DANIEL SMITH ROAD,VIRGINIA BEACH,VA,23462",7/1/22
495234,CYPRESS POINTE REHABILITATION AND NURSING,5580 DANIEL SMITH ROAD,VIRGINIA BEACH,VA,23462,7/17/18,Fire Safety,K,Smoke Deficiencies,321,New,Ensure that special areas are constructed so that walls can resist fire for one hour or have an approved fire extinguishing system.,D,"Deficient, Provider has date of correction",8/30/18,2,Y,N,N,"5580 DANIEL SMITH ROAD,VIRGINIA BEACH,VA,23462",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,4/6/22,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",916,New,Have a battery powered remote alarm panel in a location accessible by operating personnel.,D,"Deficient, Provider has date of correction",4/19/22,1,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,9/20/21,Fire Safety,K,Egress Deficiencies,222,New,Add doors in an exit area that do not require the use of a key from the exit side unless in case of special locking arrangements.,D,"Deficient, Provider has date of correction",10/1/21,2,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,9/20/21,Fire Safety,K,Smoke Deficiencies,351,New,Install an approved automatic sprinkler system.,D,"Deficient, Provider has date of correction",10/1/21,2,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,12/10/19,Fire Safety,K,Construction Deficiencies,161,New,Use approved construction type or materials.,D,Waiver has been granted,3/11/20,3,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,12/10/19,Fire Safety,K,Egress Deficiencies,222,New,Add doors in an exit area that do not require the use of a key from the exit side unless in case of special locking arrangements.,E,"Deficient, Provider has date of correction",3/11/20,3,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,12/10/19,Fire Safety,K,Egress Deficiencies,231,New,Provide large enough exits.,D,"Deficient, Provider has date of correction",3/11/20,3,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,12/10/19,Fire Safety,K,Smoke Deficiencies,324,New,Provide properly protected cooking facilities.,D,"Deficient, Provider has date of correction",3/11/20,3,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,12/10/19,Fire Safety,K,Smoke Deficiencies,345,New,"Have approved installation, maintenance and testing program for fire alarm systems.",D,"Deficient, Provider has date of correction",3/11/20,3,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,12/10/19,Fire Safety,K,Smoke Deficiencies,347,New,Properly provide smoke detection systems in areas open to corridors.,D,"Deficient, Provider has date of correction",3/11/20,3,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,12/10/19,Fire Safety,K,Miscellaneous Deficiencies,753,New,Have restrictions on the use of highly flammable decorations.,E,"Deficient, Provider has date of correction",3/11/20,3,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,12/10/19,Fire Safety,K,Miscellaneous Deficiencies,761,New,"To conduct inspection, testing and maintenance of fire doors by qualified individuals.",F,"Deficient, Provider has date of correction",3/11/20,3,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,12/10/19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",918,New,Have generator or other power source capable of supplying service within 10 seconds.,D,"Deficient, Provider has date of correction",3/11/20,3,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,6/20/19,Fire Safety,E,Emergency Preparedness Deficiencies,4,New,Develop and maintain an Emergency Preparedness Program (EP).,C,"Deficient, Provider has date of correction",8/4/19,3,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,6/20/19,Fire Safety,E,Emergency Preparedness Deficiencies,7,New,Address patient/client population and determine types of services needed.,C,"Deficient, Provider has date of correction",8/4/19,3,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,6/20/19,Fire Safety,E,Emergency Preparedness Deficiencies,9,New,Include a process for Emergency Preparedness collaboration.,C,"Deficient, Provider has date of correction",8/4/19,3,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,6/20/19,Fire Safety,E,Emergency Preparedness Deficiencies,13,New,Develop Emergency Preparedness policies and procedures.,C,"Deficient, Provider has date of correction",8/4/19,3,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,6/20/19,Fire Safety,E,Emergency Preparedness Deficiencies,29,New,Develop a communication plan.,C,"Deficient, Provider has date of correction",8/4/19,3,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,6/20/19,Fire Safety,E,Emergency Preparedness Deficiencies,36,New,Establish emergency prep training and testing.,C,"Deficient, Provider has date of correction",8/4/19,3,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,6/20/19,Fire Safety,E,Emergency Preparedness Deficiencies,37,New,Establish staff and initial training requirements.,F,"Deficient, Provider has date of correction",8/4/19,3,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495235,"ENVOY OF WILLIAMSBURG, LLC",1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185,6/20/19,Fire Safety,E,Emergency Preparedness Deficiencies,39,New,Conduct testing and exercise requirements.,C,"Deficient, Provider has date of correction",8/4/19,3,Y,N,N,"1235 MT VERNON AVENUE,WILLIAMSBURG,VA,23185",7/1/22
495236,ENVOY AT THE MEADOWS,2715 DOGTOWN ROAD,GOOCHLAND,VA,23063,8/23/21,Fire Safety,K,Smoke Deficiencies,371,New,Have properly sized and located compartments to protect residents from smoke.,D,"Deficient, Provider has date of correction",9/20/21,1,Y,N,N,"2715 DOGTOWN ROAD,GOOCHLAND,VA,23063",7/1/22
495236,ENVOY AT THE MEADOWS,2715 DOGTOWN ROAD,GOOCHLAND,VA,23063,8/23/21,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",915,New,Have proper power supply for life support equipment.,D,"Deficient, Provider has date of correction",9/20/21,1,Y,N,N,"2715 DOGTOWN ROAD,GOOCHLAND,VA,23063",7/1/22
495236,ENVOY AT THE MEADOWS,2715 DOGTOWN ROAD,GOOCHLAND,VA,23063,4/29/19,Fire Safety,K,Egress Deficiencies,300,New,Meet other general requirements that are deficient.,D,"Deficient, Provider has date of correction",6/19/19,2,Y,N,N,"2715 DOGTOWN ROAD,GOOCHLAND,VA,23063",7/1/22
495236,ENVOY AT THE MEADOWS,2715 DOGTOWN ROAD,GOOCHLAND,VA,23063,4/29/19,Fire Safety,K,Smoke Deficiencies,321,New,Ensure that special areas are constructed so that walls can resist fire for one hour or have an approved fire extinguishing system.,D,"Deficient, Provider has date of correction",7/10/19,2,Y,N,N,"2715 DOGTOWN ROAD,GOOCHLAND,VA,23063",7/1/22
495236,ENVOY AT THE MEADOWS,2715 DOGTOWN ROAD,GOOCHLAND,VA,23063,4/29/19,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",D,"Deficient, Provider has date of correction",6/19/19,2,Y,N,N,"2715 DOGTOWN ROAD,GOOCHLAND,VA,23063",7/1/22
495236,ENVOY AT THE MEADOWS,2715 DOGTOWN ROAD,GOOCHLAND,VA,23063,4/29/19,Fire Safety,K,Smoke Deficiencies,363,New,Install corridor and hallway doors that block smoke.,D,"Deficient, Provider has date of correction",6/19/19,2,Y,N,N,"2715 DOGTOWN ROAD,GOOCHLAND,VA,23063",7/1/22
495236,ENVOY AT THE MEADOWS,2715 DOGTOWN ROAD,GOOCHLAND,VA,23063,4/29/19,Fire Safety,K,Smoke Deficiencies,374,New,Install smoke barrier doors that can resist smoke for at least 20 minutes.,F,"Deficient, Provider has date of correction",7/10/19,2,Y,N,N,"2715 DOGTOWN ROAD,GOOCHLAND,VA,23063",7/1/22
495236,ENVOY AT THE MEADOWS,2715 DOGTOWN ROAD,GOOCHLAND,VA,23063,4/29/19,Fire Safety,K,Miscellaneous Deficiencies,712,New,Have simulated fire drills held at unexpected times.,D,"Deficient, Provider has date of correction",6/19/19,2,Y,N,N,"2715 DOGTOWN ROAD,GOOCHLAND,VA,23063",7/1/22
495236,ENVOY AT THE MEADOWS,2715 DOGTOWN ROAD,GOOCHLAND,VA,23063,4/29/19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",914,New,"Ensure receptacles at patient bed locations and where general anesthesia is administered, are tested after initial installation, replacement or servicing.",C,"Deficient, Provider has date of correction",6/19/19,2,Y,N,N,"2715 DOGTOWN ROAD,GOOCHLAND,VA,23063",7/1/22
495236,ENVOY AT THE MEADOWS,2715 DOGTOWN ROAD,GOOCHLAND,VA,23063,4/29/19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",920,New,Ensure proper usage of power strips and extension cords.,D,"Deficient, Provider has date of correction",6/19/19,2,Y,N,N,"2715 DOGTOWN ROAD,GOOCHLAND,VA,23063",7/1/22
495236,ENVOY AT THE MEADOWS,2715 DOGTOWN ROAD,GOOCHLAND,VA,23063,4/29/19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",923,New,Have proper medical gas storage and administration areas.,D,"Deficient, Provider has date of correction",6/19/19,2,Y,N,N,"2715 DOGTOWN ROAD,GOOCHLAND,VA,23063",7/1/22
495236,ENVOY AT THE MEADOWS,2715 DOGTOWN ROAD,GOOCHLAND,VA,23063,3/1/18,Fire Safety,E,Emergency Preparedness Deficiencies,6,New,Conduct risk assessment and an All-Hazards approach.,C,"Deficient, Provider has date of correction",4/10/18,3,Y,N,N,"2715 DOGTOWN ROAD,GOOCHLAND,VA,23063",7/1/22
495236,ENVOY AT THE MEADOWS,2715 DOGTOWN ROAD,GOOCHLAND,VA,23063,3/1/18,Fire Safety,E,Emergency Preparedness Deficiencies,18,New,Establish procedures for tracking staff and patients during an emergency.,C,"Deficient, Provider has date of correction",4/10/18,3,Y,N,N,"2715 DOGTOWN ROAD,GOOCHLAND,VA,23063",7/1/22
495236,ENVOY AT THE MEADOWS,2715 DOGTOWN ROAD,GOOCHLAND,VA,23063,3/1/18,Fire Safety,E,Emergency Preparedness Deficiencies,23,New,Establish policies and procedures for medical documentation.,C,"Deficient, Provider has date of correction",4/10/18,3,Y,N,N,"2715 DOGTOWN ROAD,GOOCHLAND,VA,23063",7/1/22
495236,ENVOY AT THE MEADOWS,2715 DOGTOWN ROAD,GOOCHLAND,VA,23063,3/1/18,Fire Safety,E,Emergency Preparedness Deficiencies,24,New,Establish policies and procedures for volunteers.,C,"Deficient, Provider has date of correction",4/10/18,3,Y,N,N,"2715 DOGTOWN ROAD,GOOCHLAND,VA,23063",7/1/22
495236,ENVOY AT THE MEADOWS,2715 DOGTOWN ROAD,GOOCHLAND,VA,23063,3/1/18,Fire Safety,E,Emergency Preparedness Deficiencies,35,New,Provide family notifications of emergency plan.,C,"Deficient, Provider has date of correction",4/10/18,3,Y,N,N,"2715 DOGTOWN ROAD,GOOCHLAND,VA,23063",7/1/22
495236,ENVOY AT THE MEADOWS,2715 DOGTOWN ROAD,GOOCHLAND,VA,23063,3/1/18,Fire Safety,E,Emergency Preparedness Deficiencies,39,New,Conduct testing and exercise requirements.,C,"Deficient, Provider has date of correction",4/10/18,3,Y,N,N,"2715 DOGTOWN ROAD,GOOCHLAND,VA,23063",7/1/22
