FPN,AVE_DailyResidents,AVE_DailyNursingStaff,lat,long,provider_name,provider_address,provider_city,provider_state,provider_zip_code,provider_phone_number,provider_ssa_county_code,provider_county_name,ownership_type,number_of_certified_beds,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,longstay_qm_rating,longstay_qm_rating_footnote,shortstay_qm_rating,shortstay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,rn_staffing_rating,rn_staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_t_5932,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,casemix_nurse_aide_staffing_hours_per_resident_per_day,casemix_lpn_staffing_hours_per_resident_per_day,casemix_rn_staffing_hours_per_resident_per_day,casemix_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_number_of_complaint_health_deficiencies,rating_cycle_2_health_deficiency_score,rating_cycle_2_number_of_health_revisits,rating_cycle_2_health_revisit_score,rating_cycle_2_total_health_score,rating_cycle_3_standard_health_survey_date,rating_cycle_3_total_number_of_health_deficiencies,rating_cycle_3_number_of_standard_health_deficiencies,rating_cycle_3_number_of_complaint_health_deficiencies,rating_cycle_3_health_deficiency_score,rating_cycle_3_number_of_health_revisits,rating_cycle_3_health_revisit_score,rating_cycle_3_total_health_score,total_weighted_health_survey_score,number_of_facility_reported_incidents,number_of_substantiated_complaints,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,processing_date
495156,79,33,37.2591593,-79.9482555,CHOICE HEALTHCARE AT ROANOKE,324 KING GEORGE AVE SW,ROANOKE,VA,24016,5403458139,801,Roanoke City,For profit - Corporation,130,Medicare and Medicaid,N,Legal Business Name Not Available,04/25/85,N,SFF Candidate,N,N,N,Resident,Yes,1,NA,1,NA,2,NA,2,NA,2,NA,1,NA,1,NA,NA,NA,2.03614,1.16354,0.40189,1.56543,3.60157,2.97303,0.21661,0.00865,NA,6,NA,6,NA,6,1.99677,0.813,0.49639,3.30616,2.08317,1.05102,0.30472,3.43541,08/05/21,40,24,0,240,2,120,360,04/26/19,39,36,0,236,2,118,354,02/15/18,20,11,9,108,1,0,108,316,0,3,19,1,94818.75,1,2,"324 KING GEORGE AVE SW,ROANOKE,VA,24016",05/01/22
495157,106,51,36.6920412,-76.9375687,SOUTHAMPTON MEMORIAL HOSP,100 FAIRVIEW DR,FRANKLIN,VA,23851,7575696287,328,Franklin City,Non profit - Church related,129,Medicare and Medicaid,N,BON SECOURS MERCY HEALTH FRANKLIN LLC,12/02/85,N,NA,N,Y,N,Both,Yes,4,NA,4,NA,5,NA,5,NA,5,NA,1,12,1,12,NA,NA,1.90059,0.96264,0.43348,1.39613,3.29672,2.62751,0.15599,0.0035,64.8,NA,72,NA,NA,6,1.91966,0.62139,0.25597,2.79703,2.02259,1.13768,0.63735,3.71703,02/12/20,8,8,0,40,1,0,40,10/18/18,8,8,0,32,1,0,32,04/27/17,2,2,0,8,1,0,8,32,0,4,0,1,655.1,0,1,"100 FAIRVIEW DR,FRANKLIN,VA,23851",05/01/22
495160,38,24,37.6753605,-76.4014375,RAPPAHANNOCK WESTMINSTER CANTERBURY,132  LANCASTER DRIVE,IRVINGTON,VA,22480,8044384000,510,Lancaster,Non profit - Corporation,42,Medicare and Medicaid,N,"RAPPAHANNOCK WESTMINSTER-CANTERBURY, INC.",11/25/85,N,NA,N,N,N,Resident,Yes,5,NA,5,NA,4,NA,4,NA,NA,2,5,NA,5,NA,NA,NA,2.71445,0.46629,1.60305,2.06934,4.78379,4.02098,1.39031,0.06324,NA,6,NA,6,NA,6,2.18849,0.62245,0.2787,3.08964,2.53386,0.55015,2.16477,4.88288,01/13/22,2,2,0,12,1,0,12,04/24/19,2,1,0,12,1,0,12,02/23/18,0,0,0,0,0,0,0,10,0,0,1,1,21030,0,1,"132  LANCASTER DRIVE,IRVINGTON,VA,22480",05/01/22
495165,48,32,39.2004119,-78.1748797,SHENANDOAH VLY WESTMINSTER-CANTERBURY,300 WESTMINSTER CANTERBURY DR,WINCHESTER,VA,22603,5406650156,340,Frederick,Non profit - Corporation,51,Medicare and Medicaid,N,WESTMINSTER CANTERBURY OF WINCHESTER INC,01/14/87,Y,NA,N,N,N,Both,Yes,5,NA,4,NA,5,NA,5,NA,4,NA,5,NA,5,NA,NA,NA,3.50875,0.94664,1.03561,1.98225,5.49101,5.04764,0.62786,0.10261,40.8,NA,35.7,NA,1,NA,2.19833,0.66916,0.32877,3.19626,3.26066,1.03891,1.18553,5.41779,09/23/21,7,7,0,32,1,0,32,02/21/20,9,9,0,32,1,0,32,12/06/18,6,6,0,28,1,0,28,31.333,0,0,0,2,1625,0,2,"300 WESTMINSTER CANTERBURY DR,WINCHESTER,VA,22603",05/01/22
495166,52,19,36.5781752,-79.4013247,STRATFORD HEALTHCARE CENTER,508 RISON STREET,DANVILLE,VA,24541,4347994540,241,Danville City,For profit - Corporation,60,Medicare and Medicaid,N,"DANVILLE HEALTHCARE GROUP, INC.",05/01/87,N,NA,N,Y,N,Resident,Yes,3,NA,3,NA,4,NA,4,NA,3,NA,2,NA,3,NA,NA,NA,1.4573,0.96231,0.63896,1.60126,3.05856,2.45875,0.38237,0.14319,55.6,NA,66.7,NA,0,NA,2.03659,0.73418,0.36405,3.13482,1.46181,0.96257,0.66057,3.07693,05/31/19,17,17,0,68,1,0,68,04/26/18,5,5,0,24,1,0,24,03/02/17,3,3,0,24,1,0,24,46,0,0,0,0,0,0,0,"508 RISON STREET,DANVILLE,VA,24541",05/01/22
495167,3,3,36.9546968,-81.0970348,WYTHE CNTY COMMUNITY HOSP ECU,600 W RIDGE RD,WYTHEVILLE,VA,24382,2762280200,980,Wythe,For profit - Corporation,8,Medicare and Medicaid,N,"WYTHE COUNTY COMMUNITY HOSPITAL, LLC",05/13/87,N,NA,N,Y,N,None,Yes,5,NA,5,NA,5,NA,NA,2,5,NA,NA,2,NA,2,NA,NA,1.76912,0,7.19559,7.19559,8.96471,8.87222,6.78889,0.08586,70.6,NA,66.7,NA,NA,6,1.80902,0.82783,0.48581,3.12266,1.99783,0,5.57447,9.05363,02/06/20,3,3,0,24,1,0,24,12/12/18,3,3,0,4,1,0,4,09/07/17,4,4,0,16,1,0,16,16,0,0,0,3,2947.99,0,3,"600 W RIDGE RD,WYTHEVILLE,VA,24382",05/01/22
495168,81,31,37.7506643,-79.3513547,SHENANDOAH VALLEY HEALTH AND REHAB,3737 CATALPA AVE,BUENA VISTA,VA,24416,5402617444,141,Buena Vista City,For profit - Limited Liability company,93,Medicare and Medicaid,N,GL VIRGINIA SHENANDOAH LLC,01/27/87,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,3,NA,2,NA,5,NA,1,NA,1,NA,NA,NA,1.62548,0.94807,0.32104,1.26911,2.89459,2.33535,0.2263,0.02673,60.7,NA,77.8,NA,2,NA,2.03234,0.75109,0.39345,3.17689,1.63391,0.92699,0.30709,2.8734,05/27/21,16,12,4,84,2,42,126,03/14/19,6,6,0,36,1,0,36,02/01/18,15,15,0,124,2,62,186,106,0,0,0,1,9080.5,0,1,"3737 CATALPA AVE,BUENA VISTA,VA,24416",05/01/22
495171,67,45,38.8507482,-77.1205162,GOODWIN HOUSE BAILEY'S CROSSROADS,3440 S JEFFERSON STREET,FALLS CHURCH,VA,22041,7035787261,290,Fairfax,Non profit - Corporation,73,Medicare and Medicaid,N,GOODWIN HOUSE INCORPORATED,11/04/87,Y,NA,N,N,N,Resident,Yes,5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,3.18216,0.49009,1.87134,2.36143,5.54359,5.02793,1.45959,0.07441,NA,6,NA,6,0,NA,2.21845,0.65283,0.2997,3.17098,2.93034,0.55131,2.35003,5.51327,11/04/21,7,7,0,28,1,0,28,01/30/20,3,3,0,16,1,0,16,10/11/18,8,6,2,44,1,0,44,26.667,0,2,0,0,0,0,0,"3440 S JEFFERSON STREET,FALLS CHURCH,VA,22041",05/01/22
495173,87,55,36.8366959,-76.1945745,WATERSIDE HEALTH & REHAB CENTER,249  SOUTH NEWTOWN RD,NORFOLK,VA,23502,7578925500,641,Norfolk City,For profit - Corporation,197,Medicare and Medicaid,N,WATERSIDE HEALTH & REHAB CENTER LLC,12/05/87,N,NA,N,Y,N,Resident,Yes,1,NA,1,NA,2,NA,2,NA,2,NA,1,NA,1,NA,NA,NA,1.88837,0.83484,0.27246,1.1073,2.99567,2.5189,0.16251,0.04973,77.2,NA,66.7,NA,1,NA,2.01557,0.78604,0.58387,3.38548,1.91396,0.77998,0.17563,2.79052,12/12/19,15,14,1,72,1,0,72,06/28/18,27,25,2,200,1,0,200,01/26/17,6,6,0,44,2,22,66,113.667,0,4,1,1,7345,0,1,"249  SOUTH NEWTOWN RD,NORFOLK,VA,23502",05/01/22
495174,152,83,38.9269836,-77.4163166,DULLES HEALTH & REHAB CENTER,2978 CENTREVILLE ROAD,HERNDON,VA,20171,7039345000,290,Fairfax,For profit - Corporation,166,Medicare and Medicaid,N,CSP NOVA LLC,12/09/87,N,NA,N,N,N,Resident,Yes,5,NA,3,NA,5,NA,5,NA,5,NA,4,NA,4,NA,NA,NA,2.20744,1.18172,0.89172,2.07344,4.28088,3.8288,0.69907,0.10779,20.7,NA,18.2,NA,12,NA,2.33193,0.81735,0.41689,3.56617,1.93383,1.06176,0.80502,3.78566,08/04/21,4,4,1,16,1,0,16,09/27/18,19,18,0,80,1,0,80,07/27/17,12,11,1,60,1,0,60,44.667,0,5,1,0,0,0,0,"2978 CENTREVILLE ROAD,HERNDON,VA,20171",05/01/22
495177,89,49,36.7340166,-78.1335044,COMMUNITY MEMORIAL HOSPITAL HUNDLEY CENTER,125 BUENA VISTA CIRCLE,SOUTH HILL,VA,23970,4344473151,580,Mecklenburg,For profit - Corporation,140,Medicare and Medicaid,Y,COMMUNITY MEMORIAL HOSPITAL,10/14/87,N,NA,N,N,N,Resident,Yes,2,NA,1,NA,4,NA,3,NA,5,NA,4,NA,4,NA,NA,NA,1.91419,1.1867,0.85738,2.04408,3.95826,3.1782,0.35562,0.00813,NA,6,NA,6,NA,6,1.96359,0.69582,0.32308,2.98249,1.99149,1.25246,0.99879,4.1854,06/10/21,5,5,0,28,1,0,28,05/30/19,16,16,0,132,2,66,198,05/10/18,15,15,0,128,2,64,192,112,0,0,0,0,0,1,1,"125 BUENA VISTA CIRCLE,SOUTH HILL,VA,23970",05/01/22
495178,95,34,38.0839998,-78.482165,CHARLOTTESVILLE HEALTH & REHABILITATION CENTER,505 WEST RIO ROAD,CHARLOTTESVILLE,VA,22901,4349787015,10,Albemarle,For profit - Partnership,105,Medicare and Medicaid,N,CHARLOTTESVILLE CARE CENTER LLC,01/29/88,N,NA,N,N,Y,Resident,Yes,4,NA,3,NA,5,NA,5,NA,5,NA,2,NA,2,NA,NA,NA,1.76547,0.79055,0.48419,1.27474,3.04021,2.54814,0.27782,0.23628,64.7,NA,54.5,NA,3,NA,2.00943,0.78405,0.38899,3.18246,1.79487,0.74048,0.46847,3.01267,11/09/21,9,6,3,60,1,0,60,02/14/19,12,12,0,44,1,0,44,11/02/17,10,7,3,92,1,0,92,60,0,2,0,2,21988.25,0,2,"505 WEST RIO ROAD,CHARLOTTESVILLE,VA,22901",05/01/22
495179,146,63,39.0232856,-77.3899499,POTOMAC FALLS HEALTH & REHAB CENTER,46531 HARRY BYRD HIGHWAY,STERLING,VA,20164,7038345800,530,Loudoun,For profit - Corporation,150,Medicare and Medicaid,N,CCSP NOVA LLC,03/08/88,N,NA,N,N,N,Resident,Yes,2,NA,1,NA,5,NA,5,NA,5,NA,3,NA,3,NA,NA,NA,1.6115,1.13971,0.62337,1.76308,3.37457,2.91838,0.40494,0.11646,26.3,NA,35.7,NA,12,NA,2.17881,0.78207,0.37291,3.33379,1.51097,1.07021,0.62914,3.19222,12/02/21,17,14,3,92,1,0,92,10/11/18,14,12,1,56,1,0,56,03/23/17,12,11,1,213,2,107,320,118,0,8,2,0,0,0,0,"46531 HARRY BYRD HIGHWAY,STERLING,VA,20164",05/01/22
495181,10,10,37.0923143,-81.7782029,CLINCH VALLEY MEDICAL CENTER,2949 W FRONT ST,RICHLANDS,VA,24641,2765966000,920,Tazewell,For profit - Corporation,24,Medicare and Medicaid,Y,"CLINCH VALLEY MEDICAL CENTER, INC.",06/29/88,N,NA,N,N,N,None,Yes,5,NA,5,NA,2,NA,NA,2,2,NA,NA,2,NA,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,02/17/21,4,4,0,16,1,0,16,01/30/19,3,3,0,16,1,0,16,01/04/18,0,0,0,0,0,0,0,13.333,0,0,0,0,0,0,0,"2949 W FRONT ST,RICHLANDS,VA,24641",05/01/22
495183,54,32,37.462058,-77.664205,THE HAVEN AT BRANDERMILL WOODS,2100 BRANDERMILL PKWY,MIDLOTHIAN,VA,23112,8043797100,200,Chesterfield,Non profit - Other,60,Medicare and Medicaid,N,SENIOR LIVING CHOICES OF VA INC,11/02/88,Y,NA,N,N,N,Resident,Yes,5,NA,5,NA,4,NA,4,NA,4,NA,5,NA,5,NA,NA,NA,3.32732,1.52562,0.88834,2.41397,5.74128,4.71375,0.54724,0.21946,31.6,NA,12.5,NA,0,NA,2.2364,0.71377,0.31535,3.26552,3.03942,1.56968,1.06021,5.54458,04/01/21,2,2,0,12,1,0,12,08/02/18,3,1,0,24,1,0,24,06/29/17,2,2,0,20,1,0,20,17.333,0,0,2,0,0,0,0,"2100 BRANDERMILL PKWY,MIDLOTHIAN,VA,23112",05/01/22
495184,53,38,37.247009,-76.72486,WOODHAVEN HALL AT WILLIAMSBURG LANDING,5500 WILLIAMSBURG LANDING DR,WILLIAMSBURG,VA,23185,7572582196,470,James City,Non profit - Corporation,73,Medicare and Medicaid,N,WILLIAMSBURG LANDING INC.,11/17/88,Y,NA,N,Y,N,Resident,Yes,5,NA,4,NA,4,NA,3,NA,4,NA,5,NA,5,NA,NA,NA,2.84912,1.02754,1.08782,2.11536,4.96447,4.39904,0.75998,0.15448,60.6,NA,70.8,NA,1,NA,2.14555,0.67092,0.32033,3.1368,2.71279,1.12473,1.27811,4.99112,05/31/19,14,14,0,60,1,0,60,04/13/18,8,7,0,36,1,0,36,02/24/17,1,1,0,8,1,0,8,43.333,0,0,1,2,3905.08,0,2,"5500 WILLIAMSBURG LANDING DR,WILLIAMSBURG,VA,23185",05/01/22
495185,105,40,37.0394732,-77.0790208,WAVERLY REHABILITATION AND HEALTHCARE CENTER,456 E MAIN ST,WAVERLY,VA,23890,8048343975,910,Sussex,For profit - Limited Liability company,120,Medicare and Medicaid,N,Legal Business Name Not Available,11/15/88,N,NA,N,N,N,Resident,Yes,2,NA,3,NA,3,NA,5,NA,1,NA,1,NA,1,NA,NA,NA,1.26151,0.73089,0.21281,0.9437,2.20522,1.69351,0.0775,0,NA,6,NA,6,NA,6,2.07186,0.77187,0.39028,3.23401,1.24388,0.69539,0.20522,2.15041,03/11/21,9,4,5,36,1,0,36,06/07/18,17,10,6,72,1,0,72,03/02/17,10,7,3,52,1,0,52,50.667,0,15,1,2,13000,0,2,"456 E MAIN ST,WAVERLY,VA,23890",05/01/22
495186,99,68,36.8067351,-76.216407,BETH SHOLOM HOME OF EASTERN VI,6401 AUBURN DR,VIRGINIA BEACH,VA,23464,7574202512,921,Virginia Beach City,Non profit - Other,120,Medicare and Medicaid,N,BETH SHOLOM HOME OF EASTERN VIRGINIA,01/20/89,N,NA,N,Y,N,Both,Yes,4,NA,3,NA,5,NA,5,NA,5,NA,3,NA,2,NA,NA,NA,3.20174,1.49181,0.35987,1.85168,5.05342,4.21604,0.14183,0.08812,43,NA,41.7,NA,0,NA,2.14734,0.67634,0.30089,3.12457,3.04601,1.61984,0.45013,5.10043,10/10/19,15,15,5,80,1,0,80,04/20/18,8,7,0,56,1,0,56,01/06/17,0,0,0,0,0,0,0,58.667,0,1,1,1,3250,0,1,"6401 AUBURN DR,VIRGINIA BEACH,VA,23464",05/01/22
495187,54,23,36.7607386,-80.7314027,HILLSVILLE HEALTH & REHAB CENTER,222 FULCHER STREET,HILLSVILLE,VA,24343,2767282486,170,Carroll,For profit - Corporation,60,Medicare and Medicaid,N,"HILLSVILLE HEALTH & REHAB CENTER, LLC",03/09/89,N,NA,N,Y,N,Resident,Yes,3,NA,3,NA,4,NA,5,NA,3,NA,2,NA,2,NA,NA,NA,2.03575,0.81354,0.57288,1.38642,3.42217,3.0067,0.27088,0.0721,53.2,NA,66.7,NA,1,NA,1.96151,0.79323,0.44292,3.19765,2.12021,0.75319,0.4868,3.37507,03/04/20,2,2,0,54,1,0,54,09/20/18,9,9,0,48,1,0,48,06/29/17,5,5,0,20,1,0,20,46.333,0,0,0,1,29097.25,0,1,"222 FULCHER STREET,HILLSVILLE,VA,24343",05/01/22
495188,55,22,37.3466006,-78.8253899,APPOMATTOX HEALTH & REHABILITATON CENTER,235 EVERGREEN AVE,APPOMATTOX,VA,24522,4343527420,50,Appomattox,For profit - Corporation,60,Medicare and Medicaid,N,APPOMATTOX CARE CENTER LLC,04/07/89,N,NA,N,N,Y,Resident,Yes,4,NA,4,NA,3,NA,2,NA,5,NA,2,NA,3,NA,NA,NA,1.90241,0.60648,0.64318,1.24966,3.15207,2.61291,0.32264,0.25975,56.1,NA,25,NA,0,NA,2.09138,0.77167,0.39177,3.25481,1.8583,0.57718,0.61789,3.05409,07/29/21,12,10,0,52,1,0,52,03/07/19,3,3,0,12,1,0,12,12/07/17,7,7,0,28,1,0,28,34.667,0,0,2,0,0,0,0,"235 EVERGREEN AVE,APPOMATTOX,VA,24522",05/01/22
495189,55,24,37.1630835,-76.4606882,REGENCY HEALTH AND REHABILITATION CENTER,112 N CONSTITUTION DR,YORKTOWN,VA,23692,7578900675,981,York,For profit - Limited Liability company,60,Medicare and Medicaid,N,REGENCY SNF LLC,05/08/89,N,NA,N,N,Y,Resident,Yes,3,NA,3,NA,3,NA,2,NA,4,NA,3,NA,3,NA,NA,NA,2.16477,1.33154,0.55319,1.88474,4.04951,3.41882,0.29651,0.16928,69.6,NA,66.7,NA,0,NA,1.98247,0.79973,0.40405,3.18625,2.23075,1.22274,0.51528,4.00806,07/15/21,7,7,1,40,1,0,40,11/01/18,13,9,4,60,1,0,60,08/10/17,9,9,0,36,1,0,36,46,0,3,0,0,0,0,0,"112 N CONSTITUTION DR,YORKTOWN,VA,23692",05/01/22
495190,85,34,37.2415538,-76.7656404,CONSULATE HEALTHCARE OF WILLIAMSBURG,1811 JAMESTOWN ROAD,WILLIAMSBURG,VA,23185,7572299991,470,James City,For profit - Corporation,90,Medicare and Medicaid,N,"WILLIAMSBURG FACILITY OPERATIONS, LLC",05/10/89,N,NA,N,Y,N,Both,Yes,3,NA,3,NA,3,NA,3,NA,4,NA,2,NA,2,NA,NA,NA,1.62118,1.03945,0.3924,1.43185,3.05302,2.55982,0.28066,0.05656,51.6,NA,16.7,NA,1,NA,2.04757,0.71394,0.32817,3.08968,1.61747,1.06921,0.45002,3.11622,03/05/20,9,9,3,28,1,0,28,08/30/18,9,8,1,56,2,28,84,08/16/17,10,9,1,60,1,0,60,52,0,5,0,1,9360,0,1,"1811 JAMESTOWN ROAD,WILLIAMSBURG,VA,23185",05/01/22
495191,52,23,37.1781208,-81.146071,BLAND COUNTY NURSING & REHABILITATION CENTER,12185 GRAPEFIELD ROAD,BASTIAN,VA,24314,2766884141,100,Bland,Non profit - Corporation,57,Medicare and Medicaid,N,"AFS OF BASTIAN, INC.",05/24/89,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,2,NA,3,NA,2,NA,2,NA,2,NA,NA,NA,2.20823,0.86605,1.04358,1.90963,4.11785,3.5116,0.58468,0.10278,51.6,NA,61.1,NA,2,NA,2.20293,0.90526,0.94363,4.05182,2.0478,0.70258,0.41623,3.20503,11/12/21,3,3,0,16,1,0,16,11/14/19,7,6,0,32,1,0,32,07/12/18,6,6,0,28,1,0,28,23.333,0,0,1,1,3250,0,1,"12185 GRAPEFIELD ROAD,BASTIAN,VA,24314",05/01/22
495192,69,25,36.764874,-77.8365048,"ENVOY OF LAWRENCEVILLE, LLC",1722 LAWRENCEVILLE PLANK ROAD,LAWRENCEVILLE,VA,23868,4348484766,120,Brunswick,For profit - Corporation,77,Medicare and Medicaid,N,"ENVOY OF LAWRENCEVILLE, LLC",06/02/89,N,NA,N,Y,N,Both,Yes,2,NA,2,NA,4,NA,5,NA,4,NA,2,NA,2,NA,NA,NA,1.26938,0.62296,0.40535,1.02831,2.29769,2.02746,0.28016,0.02438,67.9,NA,85.7,NA,1,NA,2.0702,0.77577,0.39045,3.23642,1.25263,0.58973,0.39073,2.23892,11/21/19,6,4,2,28,1,0,28,09/20/18,14,13,0,100,2,50,150,07/07/17,11,11,0,52,1,0,52,72.667,0,1,1,0,0,0,0,"1722 LAWRENCEVILLE PLANK ROAD,LAWRENCEVILLE,VA,23868",05/01/22
495193,108,45,37.5416773,-77.3102304,HENRICO HEALTH & REHABILITATION CENTER,561 NORTH AIRPORT DRIVE,HIGHLAND SPRINGS,VA,23075,8047370172,430,Henrico,For profit - Corporation,120,Medicare and Medicaid,N,HENRICO CARE CENTER LLC,07/06/89,N,SFF Candidate,N,N,Y,Resident,Yes,2,NA,1,NA,5,NA,4,NA,5,NA,1,12,1,12,NA,NA,1.63153,0.78422,0.6352,1.41942,3.05095,2.59372,0.21687,0.15271,74.4,NA,66.7,NA,1,NA,2.10849,0.80047,0.46253,3.3715,1.58077,0.71948,0.51686,2.8538,09/10/21,11,11,0,356,3,249,605,10/25/18,17,10,7,72,1,0,72,08/03/17,3,3,0,16,1,0,16,329.167,0,3,4,1,66426.75,1,2,"561 NORTH AIRPORT DRIVE,HIGHLAND SPRINGS,VA,23075",05/01/22
495194,102,42,36.8247038,-76.3464571,AUTUMN CARE OF PORTSMOUTH,3610 WINCHESTER DR,PORTSMOUTH,VA,23707,7573970725,711,Portsmouth City,For profit - Corporation,108,Medicare and Medicaid,N,AUTUMN CORPORATION,06/22/89,N,NA,N,Y,N,Resident,Yes,1,NA,2,NA,4,NA,4,NA,4,NA,1,12,1,12,NA,NA,2.11547,1.00327,0.20006,1.20333,3.3188,2.87499,0.084,0.09744,50.7,NA,60,NA,0,NA,1.99511,0.75283,0.37418,3.12212,2.16613,0.97869,0.20122,3.3523,10/04/19,18,17,1,104,1,0,104,04/09/18,16,15,0,80,1,0,80,12/15/16,4,4,0,12,1,0,12,80.667,0,2,1,0,0,0,0,"3610 WINCHESTER DR,PORTSMOUTH,VA,23707",05/01/22
495196,107,40,37.1239186,-79.2880558,AUTUMN CARE OF ALTAVISTA,1317 LOLA AVE,ALTAVISTA,VA,24517,4343696651,150,Campbell,For profit - Corporation,111,Medicare and Medicaid,N,AUTUMN CARE OF ALTAVISTA LLC,07/21/89,N,NA,N,N,N,Resident,Yes,5,NA,4,NA,5,NA,4,NA,5,NA,2,NA,2,NA,NA,NA,1.55635,0.76176,0.27494,1.0367,2.59305,2.18408,0.09817,0.06116,45.5,NA,58.3,NA,0,NA,1.95338,0.6928,0.32629,2.97247,1.62767,0.80749,0.31714,2.7511,08/18/21,8,8,4,48,1,0,48,08/22/19,7,7,0,28,1,0,28,07/12/18,7,7,0,36,1,0,36,39.333,0,0,0,0,0,0,0,"1317 LOLA AVE,ALTAVISTA,VA,24517",05/01/22
495197,48,24,38.7106857,-77.1899871,BELVOIR WOODS HEALTH CARE CENTER AT THE FAIRFAX,9160  BELVOIR WOODS PKWY,FORT BELVOIR,VA,22060,7037991333,290,Fairfax,For profit - Corporation,56,Medicare,N,SH OPCO THE FAIRFAX LLC,08/02/89,Y,NA,N,N,N,Both,Yes,5,NA,4,NA,4,NA,3,NA,4,NA,5,NA,5,NA,NA,NA,2.49126,1.33122,0.94432,2.27554,4.7668,4.41403,0.65961,0.11304,44.7,NA,63.6,NA,0,NA,2.08579,0.68735,0.31539,3.08854,2.44003,1.4223,1.12687,4.86728,08/11/21,7,7,0,32,1,0,32,03/28/19,7,7,0,32,1,0,32,01/26/18,10,10,0,60,1,0,60,36.667,0,0,0,0,0,0,0,"9160  BELVOIR WOODS PKWY,FORT BELVOIR,VA,22060",05/01/22
495199,61,24,36.7001161,-77.540946,GREENSVILLE HEALTH AND REHABILITATION CENTER,214 WEAVER AVE,EMPORIA,VA,23847,4343482150,270,Emporia City,For profit - Limited Liability company,65,Medicare and Medicaid,N,GREENSVILLE MANOR LLC,08/24/89,N,NA,N,N,N,Resident,Yes,2,NA,2,NA,4,NA,4,NA,4,NA,2,NA,3,NA,NA,NA,1.81755,0.60602,0.75897,1.36499,3.18255,2.73386,0.40387,0.08777,40,NA,25,NA,0,NA,2.08603,0.78116,0.39512,3.2623,1.77997,0.56973,0.72294,3.07654,04/23/21,3,3,0,16,1,0,16,10/12/18,16,15,0,108,2,54,162,09/13/17,3,3,0,12,1,0,12,64,0,0,1,1,3250,0,1,"214 WEAVER AVE,EMPORIA,VA,23847",05/01/22
495200,57,23,37.2409306,-81.2441924,WESTWOOD CENTER,20 WESTWOOD MEDICAL PARK,BLUEFIELD,VA,24605,2763225439,920,Tazewell,For profit - Corporation,65,Medicare and Medicaid,N,WESTWOOD MEDICAL PARK OPERATIONS LLC,09/07/89,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,2,NA,1,NA,3,NA,2,NA,2,NA,NA,NA,1.40017,1.3336,0.37469,1.70829,3.10846,2.91462,0.21037,0.02019,82.5,NA,75,NA,0,NA,1.93077,0.78945,0.40409,3.12432,1.48148,1.24057,0.34898,3.13764,05/20/21,7,7,4,36,1,0,36,02/21/20,15,13,0,64,1,0,64,11/01/18,13,13,0,52,1,0,52,48,0,3,2,0,0,0,0,"20 WESTWOOD MEDICAL PARK,BLUEFIELD,VA,24605",05/01/22
