X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD
-77.28634942,38.63707254,5954,4322191,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,2300 OPITZ BOULEVARD,WOODBRIDGE,VA,22191,NOT AVAILABLE,(703) 670-1310,GENERAL ACUTE CARE,OPEN,183,PRINCE WILLIAM,51153,USA,38.63707254,-77.28634942,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.sentara.com/northern-virginia,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,183,NOT AVAILABLE,Y
-77.3084054,38.51265346,5955,16222134,NAVAL HEALTH CLINIC (JOHN HENRY BALCH),3259 CATLIN AVENUE,QUANTICO,VA,22134,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,PRINCE WILLIAM,51153,USA,38.51265346,-77.3084054,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.tricare.mil/mtf/facility.aspx?fid=304,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - FEDERAL,-999,-999,NOT AVAILABLE,N
-76.30167623,36.86252074,5956,12723507,CHILDREN'S HOSPITAL OF THE KINGS DAUGHTERS,601 CHILDRENS LANE,NORFOLK,VA,23507,NOT AVAILABLE,(757) 668-7000,CHILDREN,OPEN,206,NORFOLK,51710,USA,36.86252074,-76.30167623,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,www.chkd.org,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,206,LEVEL I,Y
-76.30284416,36.86217987,5957,13223507,SENTARA NORFOLK GENERAL HOSPITAL,600 GRESHAM DRIVE,NORFOLK,VA,23507,NOT AVAILABLE,(757) 388-3000,GENERAL ACUTE CARE,OPEN,543,NORFOLK,51710,USA,36.86217987,-76.30284416,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.sentara.com/hospitalsfacilities/hospitals/norfolkgeneral/pages/norfolkgeneral.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,543,LEVEL I,Y
-77.40693984,37.54016604,5958,10823223,BON SECOURS RICHMOND COMMUNITY HOSPITAL,1500 NORTH 28TH STREET,RICHMOND,VA,23223,NOT AVAILABLE,(804) 225-1700,GENERAL ACUTE CARE,OPEN,104,RICHMOND CITY,51760,USA,37.54016604,-77.40693984,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://richmond.bonsecours.com/find-a-facility-richmond-community-hospital.html,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,104,NOT AVAILABLE,N
-77.52639389,37.51389818,5959,11023225,CJW MEDICAL CENTER CHIPPENHAM CAMPUS,7101 JAHNKE ROAD,RICHMOND,VA,23225,NOT AVAILABLE,(804) 320-3910,GENERAL ACUTE CARE,OPEN,466,RICHMOND CITY,51760,USA,37.51389818,-77.52639389,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2013/11/12 00:00:00+00,http://chippenhammed.com/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,466,LEVEL II,Y
-80.10989745,37.39143134,5960,4724070,CATAWBA HOSPITAL,5525 CATAWBA HOSPITAL DRIVE,CATAWBA,VA,24070,NOT AVAILABLE,(540) 375-4200,PSYCHIATRIC,OPEN,110,ROANOKE,51161,USA,37.39143134,-80.10989745,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.catawba.dmhmrsas.virginia.gov/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - STATE,-999,110,NOT AVAILABLE,N
-76.51167193,37.14447262,5961,13423602,BON SECOURS MARY IMMACULATE HOSPITAL,2 BERNARDINE DRIVE,NEWPORT NEWS,VA,23602,NOT AVAILABLE,(757) 886-6200,GENERAL ACUTE CARE,OPEN,110,NEWPORT NEWS,51700,USA,37.14447262,-76.51167193,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.bonsecourshamptonroads.com/find-a-facility-mary-immaculate-hospital.html,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,110,NOT AVAILABLE,Y
-76.48303428,37.06424346,5962,14123601,RIVERSIDE REGIONAL MEDICAL CENTER,500 J. CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601,NOT AVAILABLE,(757) 594-2000,GENERAL ACUTE CARE,OPEN,577,NEWPORT NEWS,51700,USA,37.06424346,-76.48303428,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.riverside-online.com/rrmc,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,577,LEVEL II,Y
-76.0264938,36.86457361,5963,15323454,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,1060 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,NOT AVAILABLE,(757) 395-8000,GENERAL ACUTE CARE,OPEN,282,VIRGINIA BEACH,51810,USA,36.86457361,-76.0264938,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.sentara.com/hospitalsfacilities/hospitals/beachgeneral/pages/virginiabeach.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,282,LEVEL III,Y
-77.4832286,38.31152189,5965,1222401,MARY WASHINGTON HOSPITAL,1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,NOT AVAILABLE,(540) 741-1100,GENERAL ACUTE CARE,OPEN,420,FREDERICKSBURG,51630,USA,38.31152189,-77.4832286,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.marywashingtonhealthcare.com/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,420,LEVEL II,Y
-77.29126387,37.30803777,5967,9523860,JOHN RANDOLPH MEDICAL CENTER,411 WEST RANDOLPH ROAD,HOPEWELL,VA,23860,NOT AVAILABLE,(804) 541-1600,GENERAL ACUTE CARE,OPEN,147,HOPEWELL,51670,USA,37.30803777,-77.29126387,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.johnrandolphmed.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,147,NOT AVAILABLE,Y
-80.72250418,37.32222391,5968,7124134,CARILION GILES MEMORIAL HOSPITAL,1 TAYLOR AVENUE,PEARISBURG,VA,24134,NOT AVAILABLE,(540) 921-6000,GENERAL ACUTE CARE,CLOSED,25,GILES,51071,USA,37.32222391,-80.72250418,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/olc/acutecare/hospitals.htm,2016/08/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.carilionclinic.org/carilion/cgch,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,25,NOT AVAILABLE,Y
-76.54177578,37.41981658,5969,15023061,RIVERSIDE WALTER REED HOSPITAL,7519 HOSPITAL DRIVE,GLOUCESTER,VA,23061,NOT AVAILABLE,(804) 693-8800,GENERAL ACUTE CARE,OPEN,67,GLOUCESTER,51073,USA,37.41981658,-76.54177578,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.riverside-online.com/rwrh,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,67,NOT AVAILABLE,Y
-83.05077601,36.7487388,5970,6324277,LEE REGIONAL MEDICAL CENTER,1800 COMBS ROAD,PENNINGTON GAP,VA,24277,NOT AVAILABLE,(276) 546-1440,GENERAL ACUTE CARE,CLOSED,70,LEE,51105,USA,36.7487388,-83.05077601,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/olc/acutecare/hospitals.htm,2016/08/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,"http://www.wellmont.org/news/our-facilities/hospitals-and-medical-centers/community/lee-regional/2013/lee-regional-closing-in-wake-of-healthcare-reform;-hospital-to-help-patients,-co-workers-transition.aspx",NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,70,NOT AVAILABLE,Y
-76.58111118,36.77331468,5973,15823434,SENTARA OBICI HOSPITAL,2800 GODWIN BOULEVARD,SUFFOLK,VA,23434,NOT AVAILABLE,(757) 934-4000,GENERAL ACUTE CARE,OPEN,150,SUFFOLK,51800,USA,36.77331468,-76.58111118,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sentara.com/hospitalsfacilities/hospitals/obici/pages/obici.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,150,NOT AVAILABLE,Y
-79.89034788,36.99404821,5976,8124151,CARILION FRANKLIN MEMORIAL HOSPITAL,390 SOUTH MAIN STREET,ROCKY MOUNT,VA,24151,NOT AVAILABLE,(540) 483-5280,GENERAL ACUTE CARE,OPEN,37,FRANKLIN,51067,USA,36.99404821,-79.89034788,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.carilionclinic.org/carilion/franklin+memorial+hospital,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,37,NOT AVAILABLE,Y
-78.1932251,39.19428081,5977,922601,VALLEY HEALTH WINCHESTER MEDICAL CENTER,1840 AMHERST STREET,WINCHESTER,VA,22601,NOT AVAILABLE,(540) 536-8000,GENERAL ACUTE CARE,OPEN,411,WINCHESTER,51840,USA,39.19428081,-78.1932251,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.valleyhealthlink.com/wmc,NOT AVAILABLE,WINCHESTER MEDICAL CENTER,51,NON-PROFIT,-999,411,LEVEL II,Y
-77.22768012,38.85819852,5979,3122042,INOVA FAIRFAX HOSPITAL,3300 GALLOWS ROAD,FALLS CHURCH,VA,22042,NOT AVAILABLE,(703) 776-4000,GENERAL ACUTE CARE,OPEN,923,FAIRFAX,51059,USA,38.85819852,-77.22768012,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.inova.org/patient-and-visitor-information/facilities/inova-fairfax-hospital/index.jsp,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,923,LEVEL I,Y
-77.55282187,38.93912604,5985,146320105,ENCOMPASS HEALTH REHAB HOSP OF NORTHERN VIRGINIA,24430 MILLSTREAM DRIVE,ALDIE,VA,20105,NOT AVAILABLE,(434) 957-2000,REHABILITATION,OPEN,55,LOUDOUN,51107,USA,38.93912604,-77.55282187,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,https://www.encompasshealth.com/northernvirginiarehab,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,55,NOT AVAILABLE,N
-79.8812189,37.7921888,5986,148424457,LEWISGALE HOSPITAL ALLEGHANY,ONE ARCH LANE,LOW MOOR,VA,24457,NOT AVAILABLE,(540) 862-6011,GENERAL ACUTE CARE,OPEN,205,ALLEGHANY,51005,USA,37.7921888,-79.8812189,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.alleghanyregional.com,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,205,NOT AVAILABLE,Y
-81.48836745,36.85202553,5987,148624354,SMYTH COUNTY COMMUNITY HOSPITAL,245 MEDICAL PARK DRIVE,MARION,VA,24354,NOT AVAILABLE,(276) 378-1200,GENERAL ACUTE CARE,OPEN,44,SMYTH,51173,USA,36.85202553,-81.48836745,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,www.scchosp.org,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - LOCAL,-999,44,NOT AVAILABLE,Y
-77.64280762,38.82079041,5988,19020169,NOVANT HEALTH UVA HEALTH SYSTEM HAYMARKET MEDICAL CENTER,15225 HEALTHCOTE BLVD,HAYMARKET,VA,20169,NOT AVAILABLE,(571) 284-1000,GENERAL ACUTE CARE,OPEN,60,PRINCE WILLIAM,51153,USA,38.82079041,-77.64280762,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2017/03/07 00:00:00+00,www.novanthealth.org/haymarket,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,60,NOT AVAILABLE,Y
-76.6683812,37.25089548,5989,19523185,RIVERSIDE DOCTORS' HOSPITAL WILLIAMSBURG,1500 COMMONWEALTH AVENUE,WILLIAMSBURG,VA,23185,NOT AVAILABLE,(757) 585-2200,GENERAL ACUTE CARE,OPEN,40,WILLIAMSBURG,51830,USA,37.25089548,-76.6683812,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2017/03/07 00:00:00+00,www.riversideonline.com/rdhw,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,40,NOT AVAILABLE,Y
-77.59494114,37.51068828,5990,8523235,CJW MEDICAL CENTER JOHNSTON WILLIS CAMPUS,1401 JOHNSTON-WILLIS DRIVE,RICHMOND,VA,23235,NOT AVAILABLE,(804) 330-2000,GENERAL ACUTE CARE,OPEN,292,CHESTERFIELD,51041,USA,37.51068828,-77.59494114,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://chippenhammed.com/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,292,LEVEL III,Y
-80.50544111,37.08910231,5991,7224073,CARILION NEW RIVER VALLEY DBA ST. ALBANS,2900 LAMB CIRCLE,CHRISTIANSBURG,VA,24073,NOT AVAILABLE,(540) 731-2000,GENERAL ACUTE CARE,OPEN,110,MONTGOMERY,51121,USA,37.08910231,-80.50544111,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,https://www.carilionclinic.org/locations/carilion-clinic-saint-albans-hospital,CNOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,110,LEVEL III,Y
-79.93920592,37.26607749,5994,7824013,CARILION ROANOKE COMMUNITY HOSPITAL,101 ELM AVENUE SE,ROANOKE,VA,24013,NOT AVAILABLE,(540) 981-7750,GENERAL ACUTE CARE,OPEN,197,ROANOKE CITY,51770,USA,37.26607749,-79.93920592,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.carilionclinic.org/crch/roanoke-community-hospital,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,197,NOT AVAILABLE,N
-79.18784233,37.43789546,6052,5624503,CENTRA HEALTH VIRGINIA BAPTIST HOSPITAL,3300 RIVERMONT AVENUE,LYNCHBURG,VA,24503,NOT AVAILABLE,(434) 200-4000,GENERAL ACUTE CARE,OPEN,317,LYNCHBURG,51680,USA,37.43789546,-79.18784233,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://vbh.centrahealth.com/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,317,NOT AVAILABLE,N
-79.44095496,37.77851707,6057,324450,CARILION STONEWALL JACKSON HOSPITAL,1 HEALTH CIRCLE,LEXINGTON,VA,24450,NOT AVAILABLE,(540) 458-3300,CRITICAL ACCESS,OPEN,25,LEXINGTON,51678,USA,37.77851707,-79.44095496,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.carilionclinic.org/carilion/csjh,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,25,NOT AVAILABLE,Y
-76.39033356,37.05729223,6062,12323666,SENTARA CAREPLEX HOSPITAL,3000 COLISEUM DRIVE,HAMPTON,VA,23666,NOT AVAILABLE,(757) 736-1000,GENERAL ACUTE CARE,OPEN,200,HAMPTON,51650,USA,37.05729223,-76.39033356,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sentara.com/hospitalsfacilities/hospitals/careplex/pages/careplex.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,200,NOT AVAILABLE,Y
-79.83203061,37.9929072,6063,224445,BATH COUNTY COMMUNITY HOSPITAL,106 PARK LANE,HOT SPRINGS,VA,24445,NOT AVAILABLE,(540) 839-7000,CRITICAL ACCESS,OPEN,25,BATH,51017,USA,37.9929072,-79.83203061,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,www.bathhospital.org,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,25,NOT AVAILABLE,Y
-77.38713225,37.62767133,6409,145323116,SHELTERING ARMS HOSPITAL,8254 ATLEE ROAD,MECHANICSVILLE,VA,23116,NOT AVAILABLE,(804) 764-1000,REHABILITATION,OPEN,40,HANOVER,51085,USA,37.62767133,-77.38713225,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,https://www.shelteringarms.com/,NOT AVAILABLE,NOT AVAILABLE,51,NOT AVAILABLE,-999,40,NOT AVAILABLE,Y
-76.20623768,36.86713036,6636,12923502,LAKE TAYLOR TRANSITIONAL CARE HOSPITAL,1309 KEMPSVILLE ROAD,NORFOLK,VA,23502,NOT AVAILABLE,(757) 461-5000,LONG TERM CARE,OPEN,104,NORFOLK,51710,USA,36.86713036,-76.20623768,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,www.laketaylor.org,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - DISTRICT/AUTHORITY,-999,104,NOT AVAILABLE,N
-76.13147748,36.8678106,6637,15223455,SENTARA BAYSIDE HOSPITAL,800 INDEPENDENCE BOULEVARD,VIRGINIA BEACH,VA,23455,NOT AVAILABLE,(757) 363-6100,GENERAL ACUTE CARE,CLOSED,158,VIRGINIA BEACH,51810,USA,36.8678106,-76.13147748,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vdh.virginia.gov/olc/acutecare/hospitals.htm,2016/08/16 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sentara.com/hospitalsfacilities/hospitals/bayside/pages/baysidehospital.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,158,NOT AVAILABLE,N
-78.44438962,38.02258118,6638,1922911,SENTARA MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DR.,CHARLOTTESVILLE,VA,22911,NOT AVAILABLE,(434) 654-7000,GENERAL ACUTE CARE,OPEN,176,ALBEMARLE,51003,USA,38.02258118,-78.44438962,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,https://www.sentara.com/charlottesville-virginia/hospitalslocations/locations/martha-jefferson-hospital.aspx,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,176,NOT AVAILABLE,Y
-77.36406019,37.18466931,6639,9423805,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PETERSBURG,95 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,NOT AVAILABLE,(804) 504-8100,REHABILITATION,OPEN,64,PETERSBURG,51730,USA,37.18466931,-77.36406019,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2019/04/16 00:00:00+00,http://www.healthsouthpetersburg.com/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,64,NOT AVAILABLE,N
-77.50671264,37.58594398,6640,10023226,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF VIRGINIA,5700 FITZHUGH AVENUE,RICHMOND,VA,23226,NOT AVAILABLE,(804) 288-5700,REHABILITATION,OPEN,40,HENRICO,51087,USA,37.58594398,-77.50671264,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.healthsouthrichmond.com/,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,40,NOT AVAILABLE,N
-77.51229963,37.58361458,6641,9823226,ST. MARYS HOSPITAL AMBULATORY SURGERY CENTER,1501 MAPLE AVE,RICHMOND,VA,23226,NOT AVAILABLE,(804) 285-2010,GENERAL ACUTE CARE,OPEN,391,HENRICO,51087,USA,37.58361458,-77.51229963,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://richmond.bonsecours.com/find-a-facility-st-marys-hospital.,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,391,NOT AVAILABLE,Y
-77.38596038,37.6289545,6642,8823116,UROSURGICAL CENTER OF RICHMOND NORTH,8228 MEADOWBRIDGE RD,MECHANICSVILLE,VA,23116,NOT AVAILABLE,(804) 764-6000,GENERAL ACUTE CARE,OPEN,225,HANOVER,51085,USA,37.6289545,-77.38596038,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://richmond.bonsecours.com/find-a-facility-memorial-regional-medical-center.html,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,225,NOT AVAILABLE,Y
-76.93750373,36.69154298,6650,15923851,SOUTHAMPTON MEMORIAL HOSPITAL,100 FAIRVIEW DRIVE,FRANKLIN,VA,23851,NOT AVAILABLE,(757) 569-6100,GENERAL ACUTE CARE,OPEN,90,FRANKLIN CITY,51620,USA,36.69154298,-76.93750373,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.smhfranklin.com/pages/home.aspx,NOT AVAILABLE,NOT AVAILABLE,51,PROPRIETARY,-999,90,NOT AVAILABLE,Y
-77.14368028,38.70560252,6664,28,FORT BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,NOT AVAILABLE,(571) 231-3224,MILITARY,OPEN,120,FAIRFAX,51059,USA,38.70560252,-77.14368028,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/07/29 00:00:00+00,www.fbch.capmed.mil/,NOT AVAILABLE,NOT AVAILABLE,51,GOVERNMENT - FEDERAL,-999,120,NOT AVAILABLE,Y
-82.06553917,37.28527892,6863,5724614,BUCHANAN GENERAL HOSPITAL,1535 SLATE CREEK ROAD,GRUNDY,VA,24614,NOT AVAILABLE,(276) 935-1100,GENERAL ACUTE CARE,OPEN,49,BUCHANAN,51027,USA,37.28527892,-82.06553917,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.bgh.org/,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,49,NOT AVAILABLE,Y
-79.94254375,37.25119819,6864,7924014,CARILION MEDICAL CENTER,1906 BELLVIEW AVE,ROANOKE,VA,24014,NOT AVAILABLE,(540) 981-7000,GENERAL ACUTE CARE,OPEN,703,ROANOKE CITY,51770,USA,37.25119819,-79.94254375,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.carilionclinic.org/crmh/roanoke-va-hospital,NOT AVAILABLE,CARILION ROANOKE MEMORIAL HOSPITAL,51,NON-PROFIT,-999,703,LEVEL I,Y
-79.17157799,37.41701527,6865,144124501,CENTRA LYNCHBURG GENERAL HOSPITAL,1901 TATE SPRINGS ROAD,LYNCHBURG,VA,24501,NOT AVAILABLE,(434) 200-3000,GENERAL ACUTE CARE,OPEN,358,LYNCHBURG,51680,USA,37.41701527,-79.17157799,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2015/03/26 00:00:00+00,https://www.centrahealth.com/facilities/centra-lynchburg-general-hospital,NOT AVAILABLE,LYNCHBURG GENERAL HOSPITAL,51,NON-PROFIT,-999,358,LEVEL II,Y
-77.45083318,37.57090134,6867,10923220,CHILDREN'S HOSPITAL OF RICHMOND AT VCU (BROOK ROAD),2924 BROOK ROAD,RICHMOND,VA,23220,NOT AVAILABLE,(804) 321-7470,CHILDREN,OPEN,36,RICHMOND CITY,51760,USA,37.57090134,-77.45083318,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.vhi.org,2020/11/26 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,www.childrenshosp-richmond.org,NOT AVAILABLE,NOT AVAILABLE,51,NON-PROFIT,-999,36,NOT AVAILABLE,N
