X,Y,OBJECTID,NAME,ADDRESS,CITY,STATE,ZIPCODE
-8827532.93,4452101.704,30766,Hurt Volunteer Fire Department,203 School Road,Hurt,VA,24563
-9033424.402,4386796.12,31723,Independence Volunteer Fire Department,329 Davis Street,Independence,VA,24348
-8966205.799,4426314.678,30778,Floyd County Volunteer Fire Department 4,4460 Indian Valley Road Northwest,Indian Valley,VA,24105
-8882461.235,4551429.841,31618,Iron Gate Volunteer Fire Department and First Responders,300 Railroad Avenue,Iron Gate,VA,24448
-9013479.956,4417229.734,31767,Ivanhoe Volunteer Fire Department,4314 Ivanhoe Road,Ivanhoe,VA,24350
-8560067.331,4425965.993,30118,Ivor Volunteer Fire Department,8295 Main Street,Ivor,VA,23866
-8624494.464,4413936.054,29898,Jarratt Volunteer Fire Department,416 Jarratt Avenue,Jarratt,VA,23867
-8819324.097,4416838.456,31559,Riceville - Java Volunteer Fire Department,2904 Java Road,Java,VA,24565
-8696480.775,4493971.677,30792,Amelia County Volunteer Fire Department Company 5 Paineville,12151 Fowlkes Bridge Road,Jetersville,VA,23002
-8692752.657,4481128.693,31623,Amelia County Volunteer Fire Department Company 3 Jetersville,21575 Jetersville Road,Jetersville,VA,23083
-9104581.86,4464954.435,31707,Jewell Ridge Volunteer Fire Department,805 Jewell Main Road,Jewell Ridge,VA,24622
-9251465.79,4395888.15,30783,Jonesville Volunteer Fire Department,33831 Wilderness Road,Jonesville,VA,24263
-8824687.574,4400873.86,31685,Keeling Volunteer Fire Department,2205 Oak Grove Road,Keeling,VA,24566
-8696845.135,4433700.698,31571,Kenbridge Volunteer Fire Department,296 High Street,Kenbridge,VA,23944
-8697394.269,4562366.103,31741,Kents Store Volunteer Fire Company,51 Kents Store Road,Kents Store,VA,23084
-9227927.319,4420077.127,30865,Keokee Volunteer Fire Rescue,153 Fire Hall Road,Keokee,VA,24265
-8724957.645,4580222.134,30969,East Rivanna Volunteer Fire Company Station 2,3501 Steamer Road,Keswick,VA,22947
-8736761.879,4444499.109,30820,Keysville Volunteer Fire Department,500 Osborne Street,Keysville,VA,23947
-8502882.481,4538661.191,30002,Kilmarnock Volunteer Fire Department,71 School Street,Kilmarnock,VA,22482
-8557672.986,4533033.026,29879,Central King and Queen Volunteer Fire Department,17644 The Trail,King And Queen Court House,VA,23085
-8598601.126,4625903.69,29856,King George Fire and Rescue Company 3 Fairview Beach,6060 Riverview Drive,King George,VA,22485
-8594646.289,4618541.611,30035,King George Fire and Rescue Company 1,8122 Kings Highway,King George,VA,22485
-8578847.021,4627488.273,31279,King George Fire and Rescue Company 2 Dahlgren,16147 Dahlgren Road,King George,VA,22485
-8524861.039,4583801.213,39307,Cople District Volunteer Fire Department Engine Company 3,123 Yeocomico Lane,Kinsale,VA,22488
-8693177.089,4396694.361,31572,La Crosse Volunteer Fire Department Company 5,202 Carolina Street,La Crosse,VA,23950
-8518129.91,4536242.609,29705,Upper Lancaster Volunteer Fire Department Station 2,10351 River Road,Lancaster,VA,22503
-8517693.281,4548519.133,30102,Upper Lancaster Volunteer Fire Department,5170 Mary Ball Road,Lancaster,VA,22507
-8558211.438,4508999.887,30039,New Kent Fire - Rescue Station 3 / Weir Creek Volunteer Emergency Services,16440 Eltham Road,Lanexa,VA,23089
-8560664.709,4498344.8,30711,New Kent Fire - Rescue Station 4 / Lanexa Volunteer Fire and Emergency Medical Services,15460 Pocahontas Trail,Lanexa,VA,23089
-8499823.826,4449854.665,29829,Langley Air Force Base Fire Department Station 1,87 Sweeney Boulevard,Langley Air Force Base,VA,23665
-8964197.184,4399637.151,31562,Laurel Fork Fire Department,13139 Danville Pike,Laurel Fork,VA,24352
-8665879.826,4405693.775,29580,Lawrenceville Volunteer Fire Department Company 7,400 North Main Street,Lawrenceville,VA,23868
-8662492.943,4408270.107,29627,Brunswick Correctional Center Fire Department,1147 Planters Road,Lawrenceville,VA,23868
-8656829.406,4384570.412,29988,Triplet Volunteer Fire Department,3548 Triplet Road,Lawrenceville,VA,23868
-9135641.311,4425503.333,31714,Lebanon Volunteer Fire Department,415 East Main Street,Lebanon,VA,24266
-8634963.726,4738159.013,29540,Leesburg Fire Company Station 1,215 Loudoun Street Southwest,Leesburg,VA,20175
-8632743.426,4737481.479,29619,Leesburg Volunteer Fire Station 20,61 Plaza Street Northeast,Leesburg,VA,20176
-8630963.852,4752619.797,29738,Lucketts Volunteer Fire Department Company 10,42367 Lucketts Road,Leesburg,VA,20176
-8625438.235,4732693.138,30926,Lansdowne Volunteer Fire and Rescue Station 22,19485 Sandridge Way,Leesburg,VA,20176
-8849020.035,4558556.549,31624,Kerrs Creek Volunteer Fire Department Company 2,2880 West Midland Trail,Lexington,VA,24450
-8844305.522,4547552.515,31630,Lexington Volunteer Fire Department Company 9,708 South Main Street,Lexington,VA,24450
-8855439.202,4545835.301,31773,Effinger Volunteer Fire Department Company 1,2824 Collierstown Road,Lexington,VA,24450
-8694439.194,4709366.852,31573,Linden Volunteer Fire Department,4561 John Marshall Highway,Linden,VA,22642
-8655029.092,4628756.822,30838,Lake of the Woods Volunteer Fire Department and Rescue Squad,104 Lakeview Parkway,Locust Grove,VA,22508
-8593208.016,4675024.833,41885,Fairfax County Fire and Rescue Department Station 20 Gunston,10417 Gunston Road,Lorton,VA,22079-3916
-8594985.565,4679306.732,41981,Fairfax County Fire and Rescue Department Station 19 Lorton,7701 Armistead Road,Lorton,VA,22079-1914
-8704709.081,4574981.473,21114,Zion Crossroads Volunteer Fire Department Company 7,409 Poindexter Road,Louisa,VA,23093
-8686976.697,4592970.323,31582,Trevilians Volunteer Fire Department Company 6,737 Firehouse Drive,Louisa,VA,23093
-8682756.174,4582411.989,31689,Louisa Volunteer Fire Department Company 1,300 East Main Street,Louisa,VA,23093
-8643343.102,4759114.203,29843,Lovettsville Volunteer Fire and Rescue Company 12,12837 Berlin Turnpike,Lovettsville,VA,20180
-8780211.032,4545765.529,30850,Lovingston Volunteer Fire Department,53 Baker Lane,Lovingston,VA,22949
-8733833.951,4673808.021,30860,Luray Volunteer Fire Department,1 Firehouse Lane,Luray,VA,22835
-8724186.818,4674212.695,31662,National Park Service Shenandoah Fire Department,3655 US Highway 211,Luray,VA,22835
-8731530.099,4652799.518,31756,Shenandoah National Park Big Meadows Work Center Fire Station,Skyline Drive Mile Post 51,Luray,VA,22835
-8818150.299,4501475.54,30795,Lynchburg Fire Department Station 5 Boonsboro Road,4800 Boonsboro Road,Lynchburg,VA,24503
-8811937.154,4495377.457,30797,Lynchburg Fire Department Station 6 Miller Park,2084 Fort Avenue,Lynchburg,VA,24501
-8823335.028,4502118.895,30812,Boonsboro Volunteer Fire and Rescue Company 3,1065 Lee Jackson Highway,Lynchburg,VA,24503
-8815982.296,4482774.398,30851,Lyn - Dan Heights Volunteer Fire Department,578 Lawyers Road,Lynchburg,VA,24501
-8812570.499,4499814.567,30862,Lynchburg Fire Department Station 4 Birch Street,410 Birch Street,Lynchburg,VA,24503
-8810485.417,4496925.366,30950,Lynchburg Fire Department Station 1 Clay Street,801 Clay Street,Lynchburg,VA,24504
-8816679.182,4485054.452,31523,Lynchburg Regional Airport Aircraft Rescue Fire Fighting,984 Airport Road,Lynchburg,VA,24502
-8814421.717,4492507.805,31621,Lynchburg Fire Department Station 3 Fort Hill,4701 Fort Avenue,Lynchburg,VA,24502
-8809825.764,4495357.528,31655,Lynchburg Fire Department Station 2 Grace Street,2006 Grace Street,Lynchburg,VA,24504
-8819563.93,4488834.183,31687,Lynchburg Fire Department Station 8 Old Graves Mill Road,213 Old Graves Mill Road,Lynchburg,VA,24502
-8819666.361,4494588.856,31758,Lynchburg Fire Department Station 7 Lakeside Drive,2624 Lakeside Drive,Lynchburg,VA,24501
-8788405.83,4581640.328,30889,Wilson Volunteer Fire Department Company 19,892 Mount Torrey Road,Lyndhurst,VA,22952
-8710170.101,4634589.376,31678,Madison County Volunteer Fire Company,1223 North Main Street,Madison,VA,22727
-8808031.746,4500140.837,31542,Monelison Volunteer Fire Department Station 2,112 Lyttleton Lane,Madison Heights,VA,24572
-8807433.292,4504867.611,31729,Monelison Volunteer Fire Department,133 Amer Court,Madison Heights,VA,24572
-8649587.43,4523358.319,30875,Goochland County Volunteer Fire and Rescue Company 1 Manakin,180 River Road West,Manakin Sabot,VA,23103
-8647641.781,4533004.806,31622,Goochland County Volunteer Fire and Rescue Company 3 Centerville,52 Broad Street Road,Manakin Sabot,VA,23103
-8620824.063,4672561.017,29651,Coles District Volunteer Fire Department and Rescue Squad Station 6,13712 Dumfries Road,Manassas,VA,20112
-8622023.248,4679803.139,29789,Lake Jackson District Volunteer Fire Department Station 7,11310 Coles Drive,Manassas,VA,20112
-8618197.937,4683321.036,29953,Buckhall Volunteer Fire Department Station 16,7190 Yates Ford Road,Manassas,VA,20111
-8621646.774,4692260.06,29983,Yorkshire Volunteer Fire Department Station 8,8277 Patton Lane,Manassas,VA,20111
-8628162.813,4691168.271,29985,Stonewall Jackson Volunteer Fire and Rescue Company 11,7814 Garner Drive,Manassas,VA,20109
-8623811.014,4686343.992,30122,Manassas Volunteer Fire Company,9322 Centreville Road,Manassas,VA,20110
-8621292.283,4688888.127,30045,City of Manassas Park Fire and Rescue Department,9080 Manassas Drive,Manassas,VA,20111
-9081750.661,4409742.43,32898,Adwolfe Volunteer Fire Department,104 Thomas Bridge Road,Marion,VA,24354
-9075092.346,4415697.085,39031,Marion Fire / EMS Department,231 West Main Street,Marion,VA,24354-2530
-8666828.892,4702620.11,29838,Marshall Volunteer Fire Department Company 3,4160 Rectortown Road,Marshall,VA,20115
-8678993.348,4686452.499,30004,Orlean Volunteer Fire and Rescue Department Company 11,6838 Leeds Manor Road,Marshall,VA,20115
-8667771.853,4701953.488,30111,Marshall Volunteer Rescue Squad Company 9,8472 West Main Street,Marshall,VA,20115
-8892414.188,4387269.808,30721,Ridgeway Fire Department Station 2,1766 Joseph Martin Highway,Martinsville,VA,24112
-8882066.977,4400116.555,30912,Dyers Store Volunteer Fire Department,3230 Chatham Road,Martinsville,VA,24112
-8891713.789,4396127.651,31588,Martinsville Fire and Emergency Medical Services Station 1,65 West Church Street,Martinsville,VA,24112
-8891385.049,4394400.287,31595,Martinsville Fire and Emergency Medical Services Station 2,829 Starling Avenue,Martinsville,VA,24112
-8892155.543,4400741.465,31656,Patriot Centre Fire and Emergency Medical Services,155 Beaver Creek Drive,Martinsville,VA,24112
-8496196.581,4499751.531,29924,Mathews Volunteer Fire Department Station 1,117 Brickbat Road,Mathews,VA,23109
-8624879.424,4471222.38,30027,Chesterfield Fire and Emergency Medical Services Station 8 Matoaca,21500 Pickett Avenue,Matoaca,VA,23803
-9011389.676,4432545.001,32883,Max Meadows Volunteer Fire Department,837 Max Meadows Road,Max Meadows,VA,24360
-8848800.444,4626473.858,31701,McDowell Volunteer Fire Department,6755 State Highway 678,Mc Dowell,VA,24458
-8764078.571,4632783.487,37084,McGaheysville Volunteer Fire Department,80 Stover Drive,Mc Gaheysville,VA,22840
-8651915.229,4436952.856,29911,McKenney Volunteer Fire Department Station 3,10507 Doyle Boulevard,Mc Kenney,VA,23872
-8598240.659,4711538.153,42215,Fairfax County Fire and Rescue Department Station 29 Tysons Corners,1560 Spring Hill Road,Mc Lean,VA,22102-3004
-8591368.21,4711906.267,42303,Fairfax County Fire and Rescue Department Station 1 McLean,1455 Laughlin Avenue,Mc Lean,VA,22101-5709
-8950343.119,4402426.915,30903,Meadows of Dan Volunteer Fire Department,2925 Jeb Stuart Highway,Meadows Of Dan,VA,24120
-9112661.322,4405958.011,31636,Meadowview Volunteer Fire Department,13165 Meadowview Square,Meadowview,VA,24361
-8600337.467,4528946.33,29585,Hanover County Fire - EMS Company 3 - Eastern Hanover Volunteer Fire Station,4428 Mechanicsville Turnpike,Mechanicsville,VA,23111
-8604953.806,4526114.704,29885,Hanover County Fire - EMS Company 14 - East Hanover Volunteer Rescue Squad,8105 Walnut Grove Road,Mechanicsville,VA,23111
-8614178.672,4532350.836,30016,Hanover County Fire - EMS Company 6 - Henry Volunteer Fire Station,9634 Chamberlayne Road,Mechanicsville,VA,23116
-8613025.069,4522768.884,30091,Hanover County Fire - EMS Company 7 - Mechanicsville Volunteer Fire Station,7161 Stonewall Parkway,Mechanicsville,VA,23111
-8596782.696,4520468.818,30115,Hanover County Fire - EMS Company 12 - Black Creek Volunteer Fire Station,6397 McClellan Road,Mechanicsville,VA,23111
-8615575.336,4534204.788,30158,Hanover County Fire - EMS Company 13 - Ashcake Volunteer Rescue Squad,8375 New Ashcake Road,Mechanicsville,VA,23116
-8724009.749,4453299.103,31692,Meherrin Volunteer Fire and Rescue,102 Moores Ordinary Road,Meherrin,VA,23954
-8431556.992,4530448.592,29900,Melfa Volunteer Fire and Rescue Company,28238 Hatton Street,Melfa,VA,23410
-9158330.745,4400924.399,32911,Goodson - Kinderhook Fire and Rescue Station 2,Mendota Road,Mendota,VA,24270
-8834090.731,4578714.409,30901,Walkers Creek Volunteer Fire Department,3964 Walkers Creek Road,Middlebrook,VA,24459
-8817937.504,4586467.293,30945,Middlebrook Volunteer Fire Department Company 3,54 Cherry Grove Road,Middlebrook,VA,24459
-8654717.426,4717108.695,29558,Loudoun County Fire and Rescue Middleburg Volunteer Fire and Rescue Company 3,910 West Washington Street,Middleburg,VA,20117
-8714021.982,4725793.332,29822,Frederick County Fire and Rescue Department Station 12 - Middletown Volunteer Fire and Rescue,7855 Main Street,Middletown,VA,22645
-8643801.61,4509491.792,30067,Chesterfield Fire and Emergency Medical Services Station 5 Midlothian,13420 Midlothian Turnpike,Midlothian,VA,23113
-8643535.135,4502056.005,30108,Chesterfield Fire and Emergency Medical Services Station 16 Swift Creek,3030 Watercove Road,Midlothian,VA,23112
-8644975.114,4496028.062,30116,Chesterfield Fire and Emergency Medical Services Station 7 Clover Hill,13810 Hull Street Road,Midlothian,VA,23112
-8639987.01,4512848.246,30120,Chesterfield Fire and Emergency Medical Services Station 4 Bon Air,2600 Polo Parkway,Midlothian,VA,23113
-8598482.689,4577946.339,30113,Caroline County Fire and Rescue / Sparta Volunteer Fire Department Company 4,23280 Sparta Road,Milford,VA,22514
-8861111.602,4576389.337,30830,Millboro Volunteer Fire Association,57 T C Walker Road,Millboro,VA,24460
-8664630.928,4616041.921,30905,Mine Run Volunteer Fire Company,31077 Old Plank Road,Mine Run,VA,22508
-8672611.596,4580920.404,31754,Mineral Volunteer Fire Department Company 2,201 East 1st Street,Mineral,VA,23117
-8668062.622,4601107.53,36443,Spotsylvania County Fire and Rescue Station 9,7100 Belmont Road,Mineral,VA,23117
-8870543.372,4466371.605,30936,Moneta Volunteer Fire Department Station 3,3346 Horseshoe Bend Road,Moneta,VA,24121
-8862523.179,4465172.885,31670,Moneta Volunteer Fire Department Company 8 Station 1,12737 North Old Moneta Road,Moneta,VA,24121
-8867939.343,4450107.554,31706,Scruggs Volunteer Fire Department and Rescue Squad Company 10,2130 Bluewater Drive,Moneta,VA,24121
-8816010.319,4511777.889,30884,Monelison Volunteer Fire Department Station 3,201 Elon Road,Monroe,VA,24574
-8610279.494,4668219.371,29773,Dumfries - Triangle Volunteer Fire Department Station 17,15219 Holleyside Drive,Montclair,VA,22025
-8808693.796,4558719.267,31690,Montebello Volunteer Fire Department and Rescue Squad,119 Fork Mountain Lane,Montebello,VA,24464
-8858654.934,4637882.543,31728,Highland County Volunteer Fire Department,58 US Highway 220,Monterey,VA,24465
-8647147.103,4553169.72,29816,Hanover County Fire - EMS Company 8 - Montpelier Volunteer Fire Station,16861 Mountain Road,Montpelier,VA,23192
-8537188.396,4596195.102,29623,Westmoreland Volunteer Fire Department Engine Company 5,2553 Mount Holly Road,Montross,VA,22520
-8552449.146,4592672.821,29781,Westmoreland Volunteer Fire Department Engine Company 2,52 Rectory Road,Montross,VA,22520
-8875556.257,4492906.986,31759,Montvale Volunteer Fire Department Company 9,1271 Volunteer Road,Montvale,VA,24122
-8758298.862,4697030.996,30834,Shenandoah County Fire and Rescue Station 13 - Conicville Volunteer Fire Department,763 Conicville Boulevard,Mount Jackson,VA,22842
-8754397.984,4684982.567,31616,Shenandoah County Fire and Rescue Station 21 - Mount Jackson Volunteer Fire and Emergency Services,6044 Main Street,Mount Jackson,VA,22842
-8804367.393,4630496.507,31739,Mount Solon Volunteer Fire and Rescue Squad Company 21 Rescue 21,86 Emmanuel Church Road,Mount Solon,VA,22843
-9066392.906,4386745.829,31657,Rugby Fire and Rescue Department,53 Rugby Road,Mouth Of Wilson,VA,24363
-8995807.593,4485212.522,30895,Narrows Volunteer Fire Department,133 Center Street,Narrows,VA,24124
-8444282.422,4506261.61,30080,Northampton Fire and Rescue,10239 Pine Avenue,Nassawadox,VA,23413
-8779048.842,4425387.067,30774,Triangle Volunteer Fire Department,1051 Mortons Ferry Road,Nathalie,VA,24577
-8791264.599,4423897.214,31520,Liberty Volunteer Fire Department,4070 Liberty Road,Nathalie,VA,24577
-8799290.929,4431085.689,31574,North Halifax Volunteer Fire Department,4201 Leda Grove Road,Nathalie,VA,24577
-8853274.688,4529502.794,31661,Natural Bridge Volunteer Fire Department,5705 South Lee Highway,Natural Bridge,VA,24578
-8780466.97,4564562.78,31581,Wintergreen Fire and Rescue Station 2,487 Monocan Drive,Nellysford,VA,22958
-8917469.083,4508854.534,30799,New Castle Volunteer Fire Department,443 Conrad Street,New Castle,VA,24127
-8948113.456,4498563.193,37958,Johns Creek Volunteer Fire Department,116 Dicks Creek Road,New Castle,VA,24127
-8408335.081,4576355.223,29656,New Church Volunteer Fire and Rescue Station 1,4264 Firehouse Street,New Church,VA,23415
-8758518.252,4670050.343,30967,Shenandoah County Fire and Rescue Station 23 - New Market Volunteer Fire Department,9771 South Congress Street,New Market,VA,22844
-8959279.207,4481690.113,39669,Newport Volunteer Fire Department,716 Blue Grass Trail,Newport,VA,24128
-8947300.675,4492364.878,39726,Simmonsville Volunteer Fire Department,5783 Cumberland Gap Road,Newport,VA,24128
-8508115.743,4440095.721,29565,Newport News Fire and Emergency Medical Services Station 7,5844 Marshall Avenue,Newport News,VA,23605
-8514570.71,4453782.013,29567,Newport News Fire and Emergency Medical Services Station 6,385 Oyster Point Road,Newport News,VA,23602
-8521796.122,4464119.284,29733,Newport News Fire and Emergency Medical Services Station 4,13561 Jefferson Avenue,Newport News,VA,23603
-8508527.314,4436780.728,29841,Newport News Fire and Emergency Medical Services Station 1,201 33rd Street,Newport News,VA,23607
-8523814.96,4464980.609,29877,Newport News Fire and Emergency Medical Services Station 5,17300 Warwick Boulevard,Newport News,VA,23603
-8520720.552,4457189.62,30032,Newport News Fire and Emergency Medical Services Station 9,14417 Old Courthouse Way,Newport News,VA,23608
-8513522.226,4449290.182,30090,Newport News Fire and Emergency Medical Services Station 8,531 J Clyde Morris Boulevard,Newport News,VA,23601
-8511448.328,4443690.021,30109,Newport News Fire and Emergency Medical Services Station 3,236 Municipal Lane,Newport News,VA,23601
-8515264.564,4449210.872,30112,Newport News Fire and Emergency Medical Services Station 10,12455 Warwick Boulevard,Newport News,VA,23606
-8506217.418,4436804.526,30131,Newport News Fire and Emergency Medical Services Station 2,2303 Wickham Avenue,Newport News,VA,23607
-8508871.469,4437224.453,30147,Newport News Shipbuilding Fire Department,4101 Washington Avenue,Newport News,VA,23607
-8586334.278,4387230.584,29731,Newsoms Volunteer Fire Department,22146 General Thomas Highway,Newsoms,VA,23874
-8585847.218,4567244.123,30114,Upper King and Queen Volunteer Fire Department,9572 Newtown Road,Newtown,VA,23126
-9174491.643,4404575.679,31731,Nickelsville Volunteer Fire Department,11826 Nickelsville Highway,Nickelsville,VA,24271
-8635851.83,4678848.545,29855,Nokesville Volunteer Fire and Rescue Department Station 5,12826 Marsteller Drive,Nokesville,VA,20181
-8494002.59,4422812.258,29555,Norfolk Fire - Rescue Station 7,1211 West 43rd Street,Norfolk,VA,23508
-8493813.24,4431932.287,29719,Navy Regional Mid - Atlantic Fire and Emergency Services Station 2 Gilbert Street,1248 Gilbert Street,Norfolk,VA,23511
-8490910.391,4426004.062,29728,Norfolk Fire - Rescue Station 9,115 Thole Street,Norfolk,VA,23505
-8489155.65,4431998.666,29753,Norfolk Fire - Rescue Station 13,176 Maple Avenue,Norfolk,VA,23503
-8481173.763,4427463.014,29756,Navy Regional Mid - Atlantic Fire and Emergency Services Little Creek Station,Amphibious Drive,Norfolk,VA,23521
-8491989.559,4430755.84,29757,Navy Regional Mid - Atlantic Fire and Emergency Services Station 3 Airfield,Bellinger Boulevard,Norfolk,VA,23511
-8496767.599,4432019.423,29758,Navy Regional Mid - Atlantic Fire and Emergency Services Station 1 Decatur Avenue,9650 Decatur Avenue,Norfolk,VA,23511
-8495453.221,4428503.087,29761,Navy Regional Mid - Atlantic Fire and Emergency Services Station 4 Hampton Boulevard,8000 Hampton Boulevard,Norfolk,VA,23511
-8493861.756,4419550.31,29776,Norfolk Fire - Rescue Station 6,714 Pembroke Avenue,Norfolk,VA,23507
-8486536.857,4429796.928,29777,Norfolk Fire - Rescue Station 15,1425 Fishermans Road,Norfolk,VA,23503
-8482623.547,4427758.696,29811,Norfolk Fire - Rescue Station 16,7924 Camellia Road,Norfolk,VA,23518
-8482315.723,4425254.051,29858,Norfolk International Airport Fire Department,2200 Norview Avenue,Norfolk,VA,23518
-8491473.236,4415763.353,29899,Norfolk Fire - Rescue Station 8,526 Frederick Street,Norfolk,VA,23523
-8482759.283,4418139.267,29968,Norfolk Fire - Rescue Station 4,5909 Poplar Hall Drive,Norfolk,VA,23502
-8494461.741,4427440.869,30015,Norfolk Fire - Rescue Station 12,1650 West Little Creek Road,Norfolk,VA,23505
-8488823.115,4421717.137,30033,Norfolk Fire - Rescue Station 11,3127 Verdun Avenue,Norfolk,VA,23509
-8491948.417,4418398.545,30079,Norfolk Fire - Rescue Station 1,450 Saint Pauls Boulevard,Norfolk,VA,23510
-8486106.11,4419126.784,30083,Norfolk Fire - Rescue Station 10,4200 East Virginia Beach Boulevard,Norfolk,VA,23502
-8491477.587,4420936.756,30126,Norfolk Fire - Rescue Station 2,2501 Church Street,Norfolk,VA,23504
-8485599.165,4424179.929,30155,Norfolk Fire - Rescue Station 14,1460 Norview Avenue,Norfolk,VA,23513
-8756184.729,4573201.003,31753,North Garden Volunteer Fire Company Station 3,4907 Plank Road,North Garden,VA,22959
-9083539.919,4458155.628,31722,Baptist Valley Volunteer Fire Department,5748 Baptist Valley Road,North Tazewell,VA,24630
-9197596.53,4430078.153,31536,Norton Volunteer Fire Department Station 2,411 Depot Street Southwest,Norton,VA,24273
-9198179.896,4430122.996,31764,Norton Fire Department,618 Virginia Avenue,Norton,VA,24273
-9126713.775,4474687.336,30761,Patterson Volunteer Fire Department - Patterson Rescue Squad,1108 Patterson Road,Oakwood,VA,24631
-9129020.071,4468890.215,30837,Oakwood Volunteer Fire Department Station 1,10491 Garden Creek Road,Oakwood,VA,24631
-8430970.436,4538724.584,29991,Onancock Volunteer Fire Department,9 Pine Street,Onancock,VA,23417
-8428607.086,4535507.62,30050,Onley Volunteer Fire and Rescue Station 18,25489 Maple Street,Onley,VA,23418
-8695465.121,4613516.073,31734,Orange Volunteer Fire Company,205 Caroline Street,Orange,VA,22960
-8934493.643,4518636.356,30793,Paint Bank Volunteer Fire Department and Rescue Squad,15998 Paint Bank Road,Paint Bank,VA,24131
-8436476.853,4521089.203,29707,Painter Volunteer Fire Department,17116 Wayside Drive,Painter,VA,23420
-8712093.237,4561800.152,30819,Palmyra Volunteer Fire Department,14567 James Madison Highway,Palmyra,VA,22963
-8717872.087,4565280.138,31553,Lake Monticello Volunteer Fire Department,10 Slice Road,Palmyra,VA,22963
-8759112.685,4476784.232,30728,Pamplin Volunteer Fire Department and Emergency Medical Services,2394 US Highway 460 Business Route,Pamplin,VA,23958
-8749169.977,4466831.003,30849,Darlington Heights Volunteer Fire Department,2673 Darlington Heights Road,Pamplin,VA,23958
-8421540.807,4548957.383,30054,Parksley Volunteer Fire Company,18431 Dunne Avenue,Parksley,VA,23421
-8974116.507,4467786.304,31538,Twin Community Volunteer Fire Department,8011 Church Hill Lane,Parrott,VA,24132
-8645168.034,4586401.922,36578,Spotsylvania County Fire and Rescue Station 3,3221 Partlow Road,Partlow,VA,22534
-8927690.173,4388501.383,30876,Patrick Spring Volunteer Fire Department,181 Spring Road,Patrick Springs,VA,24133
-8915052.135,4398107.347,31578,Patrick - Henry Volunteer Fire Department,3125 County Line Road,Patrick Springs,VA,24133
-8994168.654,4468112.043,31617,Poplar Hill Volunteer Fire Department,1500 Walkers Creek Valley Road,Pearisburg,VA,24134
-8987098.52,4484963.544,31697,Pearisburg Volunteer Fire Department,720 Mountain Lake Avenue,Pearisburg,VA,24134
-8976714.903,4483796.851,44384,Pembroke Volunteer Fire Department,102 Cascade Drive,Pembroke,VA,24136
-8861021.685,4438784.826,30970,Cool Branch Volunteer Fire Department Company 13,3016 Smith Mountain Road,Penhook,VA,24137
-8875944.137,4417727.193,31589,Snow Creek Volunteer Fire Department Company 6,7081 Snow Creek Road,Penhook,VA,24137
-9242238.763,4405537.69,31704,Pennington Gap Volunteer Fire Department Station 1,207 Doris Avenue,Pennington Gap,VA,24277
-9235932.433,4398391.941,31716,Pennington Gap Volunteer Fire Department Station 2,42366 Wilderness Road,Pennington Gap,VA,24277
-8611461.459,4466689.936,29664,Boehringer - Ingelheim Chemicals Fire Brigade,2820 North Normandy Drive,Petersburg,VA,23805
-8618775.727,4469662.512,29800,Petersburg Fire Rescue and Emergency Services Station 3,1320 Farmer Street,Petersburg,VA,23803
-8616862.589,4470607.172,29801,Petersburg Fire Rescue and Emergency Services Station 2,50 South Market Street,Petersburg,VA,23803
-8614409.875,4467538.219,29802,Petersburg Fire Rescue and Emergency Services Station 4,1907 South Sycamore Street,Petersburg,VA,23805
-8611126.299,4460972.025,29860,Carson Volunteer Fire Department Substation - Company 3,11300 South Crater Road,Petersburg,VA,23805
-8622439.862,4469577.118,29894,Namozine Volunteer Fire and Emergency Medical Services Station 4,3913 Pelham Street,Petersburg,VA,23803
-8766128.905,4450124.356,30874,Phenix Volunteer Fire Department,Charlotte Street,Phenix,VA,23959
-8797186.631,4539315.341,31646,Piney River Volunteer Fire Department,249 Firehouse Road,Piney River,VA,22964
-9054927.97,4481749.562,31632,Pocahontas Volunteer Fire Company,156 Joe Hill Ballpark Road,Pocahontas,VA,24635
-8503809.893,4457599.623,29562,Poquoson City Fire and Rescue Station 2,562 Wythe Creek Road,Poquoson,VA,23662
-8500470.591,4456975.315,29952,Poquoson City Fire and Rescue Station 1,1035 Poquoson Avenue,Poquoson,VA,23662
-8493449.332,4487904.875,29584,Mathews Volunteer Fire Department Station 5,6802 New Point Comfort Highway,Port Haywood,VA,23138
-8593000.086,4603288.408,29604,Caroline County Fire and Rescue / Port Royal Volunteer Fire Department Company 3,435 King Street,Port Royal,VA,22535
-8494332.775,4414920.393,29557,Portsmouth Fire Rescue and Emergency Services Station 1,1601 Effingham Street,Portsmouth,VA,23704
-8503668.288,4413924.303,29650,Portsmouth Fire Rescue and Emergency Medical Services Station 9,1195 Hodges Ferry Road,Portsmouth,VA,23701
-8494316.799,4413826.894,29663,Norfolk Naval Shipyard Fire Department,Effingham and Portsmouth Boulevard,Portsmouth,VA,23704
-8495630.339,4411441.438,29689,Portsmouth Fire Rescue and Emergency Medical Services Station 11,32 Prospect Parkway,Portsmouth,VA,23702
-8497497.958,4417273.861,29964,Portsmouth Fire Rescue and Emergency Medical Services Station 4,645 Broad Street,Portsmouth,VA,23707
-8499207.233,4411072.809,29993,Portsmouth Fire Rescue and Emergency Medical Services Station 10,3230 Victory Boulevard,Portsmouth,VA,23702
-8499256.947,4414666.345,29995,Portsmouth Fire Rescue and Emergency Medical Services Station 7,3901 Winchester Drive,Portsmouth,VA,23707
