OBJECTID,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,UCAOA_ID
3915,10422277,SENTARA URGENT CARE,757-599-6117,747 J CLYDE MORRIS BOULEVARD, ,NEWPORT NEWS,VA,23601,1538,NEWPORT NEWS CITY,51700,LOC ON THE NW SIDE OF J CLYDE MORRIS BLVD BETWEEN THIMBLE SHOALS BLVD AND SIERRA DR, , , ,2008/01/25 00:00:00+00,PHONE,2008/01/25 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",25216593,-76.4636321,37.0789022,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_3785
3925,10193057,MEDICS USA URGENT CARE,540-338-3360,17336 PICKWICK DRIVE, ,PURCELLVILLE,VA,20132,3143,LOUDOUN,51107,EAST SIDE OF PICKWICK DRIVE. BETWEEN EAST MAIN STREET AND REMINGTON DRIVE., , , ,2006/12/18 00:00:00+00,PHONE,2006/12/18 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",24790094,-77.6960027,39.1366482,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS,UC_3717
3926,10422244,INOVA URGENT CARE CENTER - VIENNA,703-938-5300,100 MAPLE AVENUE EAST, ,VIENNA,VA,22180,5723,FAIRFAX,51059,ON THE NORTH CORNER OF MAPLE AVE E AND CENTER ST N, , , ,2009/02/05 00:00:00+00,PHONE,2009/02/05 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18398795,-77.2652616,38.9018812,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3681
3949,10844599,SENTARA NEW TOWN URGENT CARE,757-259-1900,4374 NEW TOWN AVENUE,SUITE 100,WILLIAMSBURG,VA,23188,2688,JAMES CITY,51095,"LOCATED ON THE SOUTHEAST SIDE OF NEW TOWN AVE, .1 MILE NORTHEAST OF THE INTERSECTION OF DISCOVERY PARK BLVD AND NEW TOWN AVE.", , , ,2009/02/05 00:00:00+00,PHONE,2009/02/05 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",735425223,-76.7380104,37.2812796,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3951,10422282,PATIENT FIRST - OCEANA,757-425-8590,1232 PERIMETER PARKWAY, ,VIRGINIA BEACH,VA,23454,5689,VIRGINIA BEACH CITY,51810,ON THE N SIDE OF PERIMETER PKY ABOUT .1 MILES W OF THE INTERSECTION OF PERIMETER PKY AND CORPORATE LANDING PKY., , , ,2009/01/13 00:00:00+00,PHONE,2009/01/14 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",25231242,-76.0133596,36.7851894,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3799
3963,11513055,PATIENT FIRST - NEWPORT NEWS,757-283-8300,611 DENBIGH BOULEVARD, ,NEWPORT NEWS,VA,23608,4415,NEWPORT NEWS CITY,51700,LOCATED ON THE WEST SIDE OF DENBIGH BLVD BETWEEN JEFFERSON AVE AND STONEY CREEK LN., , , ,2009/02/10 00:00:00+00,PHONE,2009/02/10 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",25241282,-76.5192517,37.1400104,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3973,10194301,FIRST MEDICAL URGENT CARE INCORPORATED,434-984-4200,125 RIVERBEND DRIVE, ,CHARLOTTESVILLE,VA,22911,8695,ALBEMARLE,51003,ON THE E SIDE OF RIVERBEND DR LESS THEN .1 MI S OF RICHMOND DR, , , ,2009/02/04 00:00:00+00,PHONE,2009/02/04 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",101728901,-78.4545984,38.0329283,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3698
3986,10422281,NDC MEDICAL CENTER - INTERNAL MEDICINE AND URGENT CARE,757-261-5910,850 KEMPSVILLE ROAD, ,NORFOLK,VA,23502,3920,NORFOLK CITY,51710,LOCATED ON THE EAST SIDE OF KEMPSVILLE ROAD .10 MILES SOUTH OF THE INTERSECTION OF WELLVILLE ST AND KEMPSVILLE RD., , , ,2009/02/06 00:00:00+00,PHONE,2009/02/06 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",25171123,-76.1918676,36.8531581,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3794
4012,10844594,FALLS CHURCH URGENT CARE,703-538-1505,920-B WEST BROAD STREET, ,FALLS CHURCH,VA,22046,3137,FALLS CHURCH CITY,51610,LOC ON THE NE SIDE OF W BROAD ST .1 MI SE OF N WEST ST., , , ,2009/02/06 00:00:00+00,PHONE,2009/02/06 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18452441,-77.1830878,38.8902605,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4015,11521794,AMELON IMMEDIATE CARE,434-929-1095,200 AMELON SQUARE, ,MADISON HEIGHTS,VA,24572,5981,AMHERST,51009,LOCATED ON THE NORTHEAST CORNER OF AMHERST HWY AND AMELON SQ, , , ,2009/03/30 00:00:00+00,PHONE,2009/03/30 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",123408417,-79.1166156,37.4681139,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4016,11241568,FAIRFAX CONVENIENT CARE,703-849-0900,8301 ARLINGTON BOULEVARD,SUITE 100,FAIRFAX,VA,22031,2902,FAIRFAX,51059,ON THE EAST SIDE OF WILLIAMS DR BETWEEN WILLOW OAKS CORPORATE DR AND ARLINGTON BLVD, , , ,2009/02/06 00:00:00+00,PHONE,2009/02/06 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18356918,-77.2313179,38.8649766,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4032,10425817,ADVANCED URGENT CARE PRIVATE CORPORATION,571-261-4165,7200 HERITAGE VILLAGE PLAZA,SUITE 101,GAINESVILLE,VA,20155,3070,PRINCE WILLIAM,51153,LOC ON THE SW SIDE OF HERITAGE VILLAGE PLZ APPROX 0.11MILES SW OF THE EASTERNMOST INTERSECTION OF HEALTHCOTE BLVD AND HERITAGE VILLAGE PLZ, , , ,2008/02/06 00:00:00+00,PHONE,2008/02/05 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",128073542,-77.6031248,38.8034237,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, 
4035,10468059,MARTINSVILLE URGENT CARE LIMITED LIABILITY COMPANY,276-634-0010,1044 EAST CHURCH STREET, ,MARTINSVILLE,VA,24112,3232,MARTINSVILLE CITY,51690,LOCATED ON THE SOUTHWEST CORNER OF SALMON ST AND E CHURCH ST, , , ,2009/02/09 00:00:00+00,PHONE,2009/02/09 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",101696301,-79.8456938,36.6929836,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4105,10470779,MED FIRST URGENT CARE,703-503-1112,9452 MAIN STREET, ,FAIRFAX,VA,22031,4032,FAIRFAX CITY,51600,ON THE NORTH SIDE OF MAIN ST IN BETWEEN PICKETT RD AND PERSIMMON DR., , , ,2008/03/17 00:00:00+00,PHONE,2008/03/17 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",123664089,-77.2707939,38.8414086,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, 
4107,11527319,CLEARBROOK MEDICAL CENTER,540-772-3979,5303 INDIAN GRAVE ROAD, ,ROANOKE,VA,24018,9107,ROANOKE,51161,LOCATED ON THE WEST CORNER OF FRANKLIN RD SW AND INDIAN GRAVE RD SW., , , ,2009/04/23 00:00:00+00,PHONE,2009/04/23 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",90888987,-79.9504583,37.2029353,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4141,10993675,DOCTORS INN URGENT CARE,757-428-1911,1788 REPUBLIC ROAD, ,VIRGINIA BEACH,VA,23454,4552,VIRGINIA BEACH CITY,51810,ON THE NW SIDE OF REPUBLIC RD ABOUT .2 MILES NE OF THE INTERSECTION OF REPUBLIC RD AND LASKIN RD., , , ,2009/01/26 00:00:00+00,PHONE,2009/01/26 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",739458745,-76.0268642,36.8525461,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4142,10993677,DOCTORS ON CALL - PROVIDENCE,757-495-5003,5232 PROVIDENCE ROAD, ,VIRGINIA BEACH,VA,23464,4202,VIRGINIA BEACH CITY,51810,ON THE N SIDE OF PROVIDENCE RD ABOUT .1 MILES E OF THE INTERSECTION OF PROFAIR WAY AND PROVIDENCE RD., , , ,2009/01/26 00:00:00+00,PHONE,2009/01/26 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",113331222,-76.1673884,36.8141517,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4143,10993679,DOCTORS ON CALL - GREAT NECK,757-481-0303,1368 GREAT NECK ROAD, ,VIRGINIA BEACH,VA,23454,2239,VIRGINIA BEACH CITY,51810,ON THE N CORNER OF GREAT NECK VLG AND N GREAT NECK RD., , , ,2009/01/26 00:00:00+00,PHONE,2009/01/26 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",123641364,-76.0410383,36.8781524,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4201,10422254,PATIENT FIRST - GENERAL BOOTH,757-721-0512,1605 GENERAL BOOTH BOULEVARD, ,VIRGINIA BEACH,VA,23454,5691,VIRGINIA BEACH CITY,51810,ON THE NW SIDE OF GENERAL BOOTH BLVD ABOUT .1 MILES SW OF THE INTERSECTION OF DAM NECK RD AND GENERAL BOOTH BLVD., , , ,2009/01/13 00:00:00+00,PHONE,2009/01/13 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",25231235,-76.000488,36.7851354,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3715
4202,10194315,PATIENT FIRST - NEWTOWN,757-473-8400,332 NEWTOWN ROAD, ,VIRGINIA BEACH,VA,23462,1793,VIRGINIA BEACH CITY,51810,ON THE SE CORNER OF CLEVELAND ST AND N NEWTOWN ROAD., , , ,2009/01/13 00:00:00+00,PHONE,2009/01/13 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",123663872,-76.1793838,36.8489825,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3740
4233,10844131,CONCENTRA MEDICAL CENTER - RICHMOND CENTRAL,804-358-0361,4301 WEST BROAD STREET, ,RICHMOND,VA,23230,3305,RICHMOND CITY,51760,LOCATED ON THE SOUTHWEST CORNER OF W BROAD ST AND SAUR AVE., , , ,2009/02/06 00:00:00+00,PHONE,2009/02/06 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18921820,-77.4862987,37.5752904,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4245,10192033,NOVA URGENT CARE - LEESBURG,703-777-9701,51 CATOCTIN CIRCLE NORTHEAST, ,LEESBURG,VA,20176,3100,LOUDOUN,51107,SOUTHEAST SIDE OF CATOCTIN CIRCLE NORTHEAST. BETWEEN EAST MARKET STREET AND EDWARDS FERRY ROAD NORTHEAST., , , ,2006/12/18 00:00:00+00,PHONE,2006/12/18 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",24774450,-77.5540264,39.1119712,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS,UC_3759
4247,10193080,NOVA URGENT CARE - STERLING,703-430-4343,21036 TRIPLE SEVEN ROAD,SUITE 100,STERLING,VA,20165,8757,LOUDOUN,51107,LOCATED ON THE EAST CORNER OF THE INTERSECTION OF HARRY BYRD HWY AND PALISADE PKY., , , ,2009/02/05 00:00:00+00,PHONE,2009/02/05 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",24725217,-77.4065998,39.0336497,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3722
4259,10422248,FAIR OAKS WALK IN CARE - FAIRFAX,703-385-8378,12011 LEE JACKSON MEMORIAL HIGHWAY,SUITE 102,FAIRFAX,VA,22033,3310,FAIRFAX,51059,LOC ON THE SW SIDE OF LEE JACKSON MEMORIAL HWY 0.25 MILES SE OF THE INT OF LEE JACKSON MEMORIAL HWY AND VA-608, , , ,2008/01/25 00:00:00+00,PHONE,2008/01/25 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18370999,-77.3610726,38.8660812,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_3692
4280,10192831,NOVA URGENT CARE - WARRENTON,540-347-0400,528 WATERLOO ROAD, ,WARRENTON,VA,20186,3011,FAUQUIER,51061,.03 OF A MILE WEST OF THE INTERSECTION OF WATERLOO ROAD AND RAPPAHANNOCK STREET. ON THE SOUTH SIDE OF WATERLOO ROAD., , , ,2006/12/18 00:00:00+00,PHONE,2006/12/18 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",40043544,-77.8097034,38.7175304,NAVTEQ,2006Q3,ONENTITY,YES,TGS, 
4291,11241473,HAYFIELD URGENT CARE,703-778-0400,7598 TELEGRAPH ROAD,SUITE 100,ALEXANDRIA,VA,22315,3829,FAIRFAX,51059,ON THE N CORNER OF TELEGRAPH RD AND HAYFIELD RD, , , ,2009/02/04 00:00:00+00,PHONE,2009/02/04 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",123663672,-77.1399126,38.7526845,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4292,10422280,PATIENT FIRST - MIDLOTHIAN,804-320-8160,8110 MIDLOTHIAN TURNPIKE, ,RICHMOND,VA,23235,5116,CHESTERFIELD,51041,ON THE NORTH SIDE OF MIDLOTHIAN TPKE BETWEEN N PROVIDENCE RD AND BUFORD RD, , , ,2009/02/05 00:00:00+00,PHONE,2009/02/05 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",34735508,-77.5463966,37.4977718,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3790
4293,10194309,PRIMARY CARE ASSOCIATES - LEE HI MEDICAL CENTER,540-776-5656,2155 APPERSON DRIVE, ,SALEM,VA,24153,7235,SALEM CITY,51775,ON THE NORTH SIDE OF APPERSON DR BETWEEN GALE LN AND CORPORATE CIR SW, , , ,2009/02/06 00:00:00+00,PHONE,2009/02/06 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",90851563,-80.0203792,37.2653544,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3726
4294,11521795,CARILION CLINIC URGENT CARE - WESTLAKE,540-719-1815,13205 BOOKER T WASHINGTON HIGHWAY, ,HARDY,VA,24101,3947,FRANKLIN,51067,LOCATED ON THE NORTH SIDE OF BOOKER T WASHINGTON HWY BETWEEN SCRUGGS RD AND ENTERPRISE LN, , , ,2009/03/30 00:00:00+00,PHONE,2009/03/30 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",108649590,-79.7139636,37.1202583,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4302,10422260,MEDIC-1 WALK IN CLINIC,540-371-1664,3429 JEFFERSON DAVIS HIGHWAY, ,FREDERICKSBURG,VA,22408,4170,SPOTSYLVANIA,51177,ON THE WEST SIDE OF JEFFERSON DAVIS HWY APRROX .1 MILES NORTH OF HUDGINS RD, , , ,2009/02/06 00:00:00+00,PHONE,2009/02/06 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",113329662,-77.4928938,38.2731273,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3742
4303,10422255,EMERGENCY USA AND FAMILY,703-883-0900,1608 SPRING HILL ROAD,TYSONS CORNER,VIENNA,VA,22182,2241,FAIRFAX,51059,BETWEEN .30 AND .40 MILES SOUTHWEST OF LEESBURG PIKE ON THE NORTHWEST SIDE OF SPRING HILL RD, , , ,2009/02/05 00:00:00+00,PHONE,2009/02/05 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18449125,-77.2466716,38.9265001,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3716
4305,10422278,SARATOGA MEDICAL CLINIC,703-569-6998,7839 ROLLING ROAD,SUITE A,SPRINGFIELD,VA,22153,2821,FAIRFAX,51059,LESS THAN .10 MILES NORTH OF FULLERTON RD ON THE EAST SIDE OF ROLLING RD, , , ,2009/02/09 00:00:00+00,PHONE,2009/02/09 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18891937,-77.2113555,38.7437574,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3787
4308,10192806,NOVA URGENT CARE - ASHBURN,703-554-1111,21785 FILIGREE COURT, ,ASHBURN,VA,20147,6213,LOUDOUN,51107,.15 OF A MILE SOUTH OF THE INTERSECTION OF FILIGREE COURT AND BEAUMEADE CIRCLE. ON THE SOUTH SIDE OF FILIGREE COURT., , , ,2006/12/18 00:00:00+00,PHONE,2006/12/18 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18467981,-77.4577386,39.0124915,NAVTEQ,2006Q3,ONENTITY,YES,TGS, 
4316,10844587,ADVANCED URGENT MEDICAL CARE,703-329-1037,6020 RICHMOND HIGHWAY,SUITE 100,ALEXANDRIA,VA,22303,2157,FAIRFAX,51059,LESS THAN .10 MILES SOUTHWEST OF MT EAGLE DR ON THE NORTHWEST SIDE OF RICHMOND HWY, , , ,2009/02/05 00:00:00+00,PHONE,2009/02/05 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18367063,-77.0693816,38.7866832,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
4318,10194293,COMPREHENSIVE URGENT MEDICAL CARE,703-707-3707,1110 ELDEN STREET,SUITE 102A,HERNDON,VA,20170,5527,FAIRFAX,51059,ON THE SOUTHWEST CORNER OF ALABAMA DR AND ELDEN ST, , , ,2009/02/05 00:00:00+00,PHONE,2009/02/05 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18560098,-77.3987688,38.9649994,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3685
4321,10422285,SPOTSYLVANIA EMERGI-CENTER,540-786-7637,992 BRAGG ROAD, ,FREDERICKSBURG,VA,22407,6979,SPOTSYLVANIA,51177,ON THE NORTHWEST CORNER OF AMOS LN AND BRAGG RD, , , ,2009/02/06 00:00:00+00,PHONE,2009/02/06 00:00:00+00,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",101897671,-77.5183275,38.2924596,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3803
