X,Y,SHELTER_ID,SHELTER_NAME,ADDRESS_1,CITY,COUNTY_PARISH,FIPS_CODE,STATE,ZIP,MAIL_ADDR_SAME_AS_PHYS_ADDR,MAILING_ADDRESS_1,MAILING_ADDRESS_2,MAILING_CITY,MAILING_COUNTY_PARISH,MAILING_STATE,MAILING_ZIP,FACILITY_USAGE_CODE,EVACUATION_CAPACITY,POST_IMPACT_CAPACITY,ADA_COMPLIANT,WHEELCHAIR_ACCESSIBLE,PET_ACCOMMODATIONS_CODE,PET_ACCOMMODATIONS_DESC,GENERATOR_ONSITE,SELF_SUFFICIENT_ELECTRICITY,LATITUDE,LONGITUDE,IN_100_YR_FLOODPLAIN,IN_500_YR_FLOODPLAIN,IN_SURGE_SLOSH_AREA,PRE_LANDFALL_SHELTER,SHELTER_CODE,ORG_ORGANIZATION_ID,ORG_ORGANIZATION_NAME,ORG_MAIN_PHONE,ORG_FAX,ORG_EMAIL,ORG_HOTLINE_PHONE,ORG_OTHER_PHONE,ORG_ADDRESS,ORG_CITY,ORG_STATE,ORG_ZIP,ORG_POC_NAME,ORG_POC_PHONE,ORG_POC_AFTER_HOURS_PHONE,ORG_POC_EMAIL,ORG_HOURS_OF_OPERATION,POPULATION_CODE,INCIDENT_ID,SHELTER_STATUS_CODE,SHELTER_OPEN_DATE,SHELTER_CLOSED_DATE,REPORTING_PERIOD,GENERAL_POPULATION,MEDICAL_NEEDS_POPULATION,OTHER_POPULATION,OTHER_POPULATION_DESCRIPTION,TOTAL_POPULATION,PET_POPULATION,INCIDENT_NUMBER,INCIDENT_NAME,INCIDENT_CODE,OBJECTID,SCORE,STATUS,MATCH_TYPE,LOC_NAME,GEOX,GEOY,FACILITY_TYPE,SUBFACILITY_CODE,DATA_SOURCE_ID
-79.35575065,37.7336753,326209,Buena Vista Fire Department,2010 SYCAMORE AVE,BUENA VISTA,BUENA VISTA CITY, ,VA,24416,NO, , , , , , ,EVAC,40,20, , , , , , ,37.7336753,-79.35575065, , , , ,GENERAL,121280,CENTRAL VIRGINIA CHAPTER, , , , , ,1105 ROSE HILL DR,CHARLOTTESVILLE,VA,22903, , , , ,5-Aug,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,42164,100,M,A,Street,-79.35575065,37.7336753,SHELTER,GENPOPSHEL,0
-77.47477366,37.42212317,326535,Saint Augustine Catholic Church,4400 BEULAH RD,RICHMOND,CHESTERFIELD, ,VA,23237,NO, , , , , , ,BOTH,300,150, , , , , , ,37.42212317,-77.47477366, , ,YES, ,GENERAL,121445,GREATER RICHMOND CHAPTER, , , , , ,420 EAST CARY ST,RICHMOND,VA,23219, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,42377,100,M,A,Street,-77.47477366,37.42212317,SHELTER,GENPOPSHEL,0
-77.6748908,37.67757559,326537,SAINT MATTHEWS UNITED METHODIST CHURCH,1706 SAINT MATTHEWS LN,HENRICO,HENRICO, ,VA,23233,NO, , , , , , ,BOTH,234,117, , , , , , ,37.67757559,-77.6748908, , , , ,GENERAL,121445,GREATER RICHMOND CHAPTER, , , , , ,420 EAST CARY ST,RICHMOND,VA,23219, , , , ,8,GENERAL,,CLOSED,,,,,,,,,,,,,42378,84,M,A,Street,-77.6748908,37.67757559,SHELTER,GENPOPSHEL,0
-80.41146478,37.12788299,326538,SAINT PAULS UNITED METHODIST CHURCH,220 W MAIN ST,CHRISTIANSBURG,MONTGOMERY, ,VA,24073,NO, , , , , , ,EVAC,500,250, , , , ,YES, ,37.12788299,-80.41146478, , , , ,GENERAL,121627,MONTGOMERY FLOYD CHAPTER, , , , , ,712 N MAIN ST,BLACKSBURG,VA,24060, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,42379,100,M,A,Street,-80.41146478,37.12788299,SHELTER,GENPOPSHEL,0
-77.730343,36.98896471,326580,Sunnyside Elementary School,10203 Sunnyside Rd.,MC KENNEY,DINWIDDIE, ,VA,23872,YES, , , , , , ,BOTH,140,70, , , , , , ,36.98896471,-77.730343,NO, ,NO, ,GENERAL,121835,SOUTHSIDE AREA CHAPTER, , , , , ,3267 A South Crater Road,Petersburg,VA,23805, , , , ,8:30 am - 4:30 pm,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,42518,100,M,A,Street,-77.730343,36.98896471,SHELTER,GENPOPSHEL,0
-77.60249538,38.82316796,326210,Bull Run Middle School,6308 Catharpin Road,GAINESVILLE,PRINCE WILLIAM, ,VA,20155,YES, , , , , , ,BOTH,486,243, ,YES, , ,YES, ,38.82316796,-77.60249538,NO, ,NO, ,GENERAL,121739,PRINCE WILLIAM CHAPTER, , , , , ,9317 WEST ST,MANASSAS,VA,20110, , , , ,5-Aug,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,42519,100,M,A,Street,-77.60249538,38.82316796,SHELTER,GENPOPSHEL,0
-77.05756019,38.85313337,326213,Calvary United Methodist Church,2315 S. Grant St.,ARLINGTON,ARLINGTON, ,VA,22202,YES, , , , , , ,EVAC,120,0, ,YES, , ,NO,NO,38.85313337,-77.05756019,NO, ,NO, ,GENERAL,121187,ARLINGTON COUNTY, , , , , ,4333 ARLINGTON BLVD,ARLINTON,VA,22203, , , , ,8:30am-4:30pm,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,42520,100,M,A,Street,-77.05756019,38.85313337,SHELTER,GENPOPSHEL,0
-77.32421816,38.8639792,326503,Providence Elementary School,3616 Jermantown Road,FAIRFAX,FAIRFAX CITY, ,VA,22030,YES, , , , , , ,EVAC,270,0, ,YES, , ,YES,NO,38.8639792,-77.32421816,NO, ,NO, ,OTHER,121643,NATIONAL CAPITAL AREA, , , , , ,8550 ARLINGTON BLVD,FAIRFAX,VA,22031, , , , ,8,OTHER,0,CLOSED,,, ,0,0,0, ,0,0, , , ,42524,100,M,A,Street,-77.32421816,38.8639792,SHELTER,OTHER,0
-77.20453639,38.86298994,326504,Providence Recenter,7525 Marc Drive,FALLS CHURCH,FAIRFAX, ,VA,22042,YES, , , , , , ,BOTH,410,205, ,YES, , ,YES,NO,38.86298994,-77.20453639,NO, ,NO, ,GENERAL,121643,NATIONAL CAPITAL AREA, , , , , ,8550 ARLINGTON BLVD,FAIRFAX,VA,22031, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,42525,100,M,A,Street,-77.20453639,38.86298994,SHELTER,GENPOPSHEL,0
-77.32938926,38.53608639,326506,Quantico Mcb High School,3307 Purvis Road,QUANTICO,PRINCE WILLIAM, ,VA,22134,YES, , , , , , ,BOTH,392,196, , , , ,YES,NO,38.53608639,-77.32938926,NO, ,NO, ,GENERAL,121739,PRINCE WILLIAM CHAPTER, , , , , ,9317 WEST ST,MANASSAS,VA,20110, , , , ,5-Aug,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,42526,100,M,A,Street,-77.32938926,38.53608639,SHELTER,GENPOPSHEL,0
-77.58689214,38.19626856,326561,SPOTSYLVANIA MIDDLE SCHOOL,8801 COURTHOUSE RD,Spotsylvania,Spotsylvania, ,VA,22553,NO, , , , , , ,EVAC,875,437, ,YES, , , , ,38.19626856,-77.58689214, , , , ,OTHER,121743,RAPPAHONNOCK AREA CHAPTER, , , , , ,11047 PIERSON DR,FREDERICKSBURG,VA,22408, , , , ,8,OTHER,0,CLOSED,,, ,0,0,0, ,0,0, , , ,44193,100,M,A,Street,-77.58689214,38.19626856,SHELTER,OTHER,0
-77.98920385,38.49661514,333780,Culpeper County High Scholl,14240 Achievement Drive,CULPEPER,CULPEPER, ,VA,22701,YES,14240 Achievement Drive, ,CULPEPER, ,VA,22701,BOTH,493,246, , , , , , ,38.49661514,-77.98920385, , , , ,GENERAL,121280,CENTRAL VIRGINIA CHAPTER, , , , , ,1105 ROSE HILL DR,CHARLOTTESVILLE,VA,22903, , , , ,5-Aug,GENERAL,,CLOSED,,,,,,,,,,,,,44689,100,M,A,Street,-77.98920385,38.49661514,SHELTER,GENPOPSHEL,0
-78.01594969,38.4885842,333781,Yowell Elementary School,701 Yowell Drive,CULPEPER,CULPEPER, ,VA,22701,YES,701 Yowell Drive, ,CULPEPER, ,VA,22701,BOTH,197,98, , , , , , ,38.4885842,-78.01594969, , , , ,GENERAL,121280,CENTRAL VIRGINIA CHAPTER, , , , , ,1105 ROSE HILL DR,CHARLOTTESVILLE,VA,22903, , , , ,5-Aug,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,44690,100,M,A,Street,-78.01594969,38.4885842,SHELTER,GENPOPSHEL,0
-77.98992331,38.48590422,333783,Sycamore Park Elementary School,451 Radio Lane,CULPEPER,CULPEPER, ,VA,22701,YES,451 Radio Lane, ,CULPEPER, ,VA,22701,BOTH,188,94, , , , , , ,38.48590422,-77.98992331, , , , ,GENERAL,121280,CENTRAL VIRGINIA CHAPTER, , , , , ,1105 ROSE HILL DR,CHARLOTTESVILLE,VA,22903, , , , ,5-Aug,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,44692,100,M,A,Street,-77.98992331,38.48590422,SHELTER,GENPOPSHEL,0
-78.01149804,38.44460735,333784,Pearl Sample Elementary School,18484 Simms Drive,CULPEPER,CULPEPER, ,VA,22701,YES,18484 Simms Drive, ,CULPEPER, ,VA,22701,BOTH,224,112, , , , , , ,38.44460735,-78.01149804, , , , ,GENERAL,121280,CENTRAL VIRGINIA CHAPTER, , , , , ,1105 ROSE HILL DR,CHARLOTTESVILLE,VA,22903, , , , ,5-Aug,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,44693,100,M,A,Street,-78.01149804,38.44460735,SHELTER,GENPOPSHEL,0
-78.00971739,38.45414016,333785,Farmington Elementary School,500 Sunset Lane,CULPEPER,CULPEPER, ,VA,22701,YES,500 Sunset Lane, ,CULPEPER, ,VA,22701,BOTH,225,112, , , , , , ,38.45414016,-78.00971739,NO, ,NO, ,GENERAL,121280,CENTRAL VIRGINIA CHAPTER, , , , , ,1105 ROSE HILL DR,CHARLOTTESVILLE,VA,22903, , , , ,5-Aug,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,44748,100,M,A,Street,-78.00971739,38.45414016,SHELTER,GENPOPSHEL,0
-77.97872675,38.54924347,333786,Emerald Hill Elementary School,11245 Rixeyville Road,CATALPA,CULPEPER, ,VA,22701,YES,11245 Rixeyville Road, ,CATALPA, ,VA,22701,BOTH,341,170, , , , , , ,38.54924347,-77.97872675, , , , ,GENERAL,121280,CENTRAL VIRGINIA CHAPTER, , , , , ,1105 ROSE HILL DR,CHARLOTTESVILLE,VA,22903, , , , ,5-Aug,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,44749,84,M,A,Street,-77.97872675,38.54924347,SHELTER,GENPOPSHEL,0
-79.25056595,37.32702886,333890,Timberlake United Methodist Church,47 Greenwell Court,LYNCHBURG,LYNCHBURG CITY, ,VA,24502,NO,47 Greenwell Ct,Lynchburg,LYNCHBURG, ,VA,24502,BOTH,2500,2500, , , , , , ,37.32702886,-79.25056595, , , , ,GENERAL,121485,HISTORIC VIRGINIA CHAPTER, , , , , ,403 OLEY ST,BEDFORD,VA,24523, , , , ,8,GENERAL,,CLOSED,,,,,,,,,,,,,44797,100,M,A,Street,-79.25056595,37.32702886,SHELTER,GENPOPSHEL,0
-79.35235122,36.58554684,333894,GLENWOOD RECREATION CENTER,1550 HALIFAX RD.,DANVILLE,DANVILLE CITY, ,VA,24540,NO,PO BOX 3300, ,DANVILLE, ,VA,24540,BOTH,275,137, , , , , , ,36.58554684,-79.35235122,NO, ,NO, ,GENERAL,121758,ROANOKE VALLEY CHAPTER, , , , , ,"""352 CHURCH AVENUE, S. W.""",ROANOKE,VA,24016, , , , ,5-Aug,GENERAL,0,CLOSED,2020/11/16 10:00:00+00,, ,0,0,0, ,0,0, , , ,44842,100,M,A,Street,-79.35235122,36.58554684,SHELTER,GENPOPSHEL,0
-77.9854267,38.49604857,333772,Culpeper County Middle School,14300 Achievement Drive,CULPEPER,CULPEPER, ,VA,22701,YES,14300 Achievement Drive, ,CULPEPER, ,VA,22701,BOTH,731,365, , , , , , ,38.49604857,-77.9854267, , , , ,GENERAL,121280,CENTRAL VIRGINIA CHAPTER, , , , , ,1105 ROSE HILL DR,CHARLOTTESVILLE,VA,22903, , , , ,5-Aug,GENERAL,,CLOSED,,,,,,,,,,,,,44873,100,M,A,Street,-77.9854267,38.49604857,SHELTER,GENPOPSHEL,0
-77.42000495,37.23472244,335842,Daniels Gymnasium(VSU),1 Hayden Dr.,VA STATE UNIV,PETERSBURG CITY, ,VA,23806,NO,1 Hayden Dr.,"""Petersburg, VA""",VA STATE UNIV, ,VA,23806,BOTH,806,403, , , , , , ,37.23472244,-77.42000495, , , , ,GENERAL,121445,GREATER RICHMOND CHAPTER, , , , , ,420 EAST CARY ST,RICHMOND,VA,23219, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,45080,84,M,A,Street,-77.42000495,37.23472244,SHELTER,GENPOPSHEL,0
-76.20425647,36.86702564,333322,Lake Taylor Transitional Care School,1309 Kempsville Rd.,NORFOLK,NORFOLK CITY, ,VA,23502,YES,1309 Kempsville Rd., ,NORFOLK, ,VA,23502,POST,0,100, , , , , , ,36.86702564,-76.20425647, , , , ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,45087,100,M,A,Street,-76.20425647,36.86702564,SHELTER,GENPOPSHEL,0
-76.22155942,36.92525674,333323,Tarralton Elementary,2080 Tarralton Dr,NORFOLK,NORFOLK CITY, ,VA,23518,YES,2080 Tarralton Dr, ,NORFOLK, ,VA,23518,POST,0,100, , , , , , ,36.92525674,-76.22155942, , , , ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,45088,96,M,A,Street,-76.22155942,36.92525674,SHELTER,GENPOPSHEL,0
-80.92633564,36.66249283,334556,Galax Presbyterian Church - Warrick Hall,200 Jefferson Street,GALAX,GALAX CITY, ,VA,24333,NO,PO Box 2, ,GALAX, ,VA,24333,BOTH,75,37, , , , , , ,36.66249283,-80.92633564,NO, ,NO, ,GENERAL,122103,Woods River Chapter,2762362891,2762363595, , , ,244 Beeline Dr.,Galax,VA,24333, , , , ,9am - 4pm,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,45133,100,M,A,Street,-80.92633564,36.66249283,SHELTER,GENPOPSHEL,0
-81.27041625,36.89634354,334543,Rural Retreat High School,321 East Buck Ave,RURAL RETREAT,WYTHE, ,VA,24368,YES,321 East Buck Ave, ,RURAL RETREAT, ,VA,24368,BOTH,2800,1400, , , , , , ,36.89634354,-81.27041625,NO, ,NO, ,GENERAL,122103,Woods River Chapter,2762362891,2762363595, , , ,244 Beeline Dr.,Galax,VA,24333, , , , ,9am - 4pm,GENERAL,,CLOSED,,,,,,,,,,,,,45137,100,M,A,Street,-81.27041625,36.89634354,SHELTER,GENPOPSHEL,0
-76.3035686,36.8787528,333324,Madison Career Center,3700 Bowdens Ferry Rd,NORFOLK,NORFOLK CITY, ,VA,23508,YES,3700 Bowdens Ferry Rd, ,NORFOLK, ,VA,23508,POST,0,100, , , , , , ,36.8787528,-76.3035686, , , , ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,45170,100,M,A,Street,-76.3035686,36.8787528,SHELTER,GENPOPSHEL,0
-76.26705612,36.88851044,333325,Willard Model School,1511 Willow Wood Dr,NORFOLK,NORFOLK CITY, ,VA,23509,YES,1511 Willow Wood Dr, , , , ,23509,POST,0,100, , , , , , ,36.88851044,-76.26705612, , , , ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,45171,100,M,A,Street,-76.26705612,36.88851044,SHELTER,GENPOPSHEL,0
-76.31500797,36.922253,333326,Sewalls Point Elementary,7928 Hampton Blvd,NORFOLK,NORFOLK CITY, ,VA,23505,YES,7928 Hampton Blvd, ,NORFOLK, ,VA,23505,POST,0,100, , , , , , ,36.922253,-76.31500797, , , , ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,45172,100,M,A,Street,-76.31500797,36.922253,SHELTER,GENPOPSHEL,0
-80.8763783,36.69932906,334576,Gladeville Elementary School,3117 Glendale Road,GALAX,GALAX CITY, ,VA,24333,YES,3117 Glendale Road, ,GALAX, ,VA,24333,BOTH,2690,1345, , , , , , ,36.69932906,-80.8763783,NO, ,NO, ,GENERAL,122103,Woods River Chapter,2762362891,2762363595, , , ,244 Beeline Dr.,Galax,VA,24333, , , , ,9am - 4pm,GENERAL,0,CLOSED,2020/07/02 12:00:00+00,, ,0,0,0, ,0,0, , , ,45177,100,M,A,Street,-80.8763783,36.69932906,SHELTER,GENPOPSHEL,0
-80.88169329,36.64785187,334580,Oakland Elementary School,4930 Pipers Gap Road,GALAX,GALAX CITY, ,VA,24333,YES,4930 Pipers Gap Road, ,GALAX, ,VA,24333,BOTH,2132,1066, , , , , , ,36.64785187,-80.88169329,NO, ,NO, ,GENERAL,122103,Woods River Chapter,2762362891,2762363595, , , ,244 Beeline Dr.,Galax,VA,24333, , , , ,9am - 4pm,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,45179,100,M,A,Street,-80.88169329,36.64785187,SHELTER,GENPOPSHEL,0
-80.68944522,36.61651049,334581,St. Paul Elementary School,15 Fire House Road,CANA,CARROLL, ,VA,24317,YES,15 Fire House Road, ,CANA, ,VA,24317,BOTH,8537,4268, , , , , , ,36.61651049,-80.68944522, , ,NO, ,GENERAL,122103,Woods River Chapter,2762362891,2762363595, , , ,244 Beeline Dr.,Galax,VA,24333, , , , ,9am - 4pm,GENERAL,0,CLOSED,2018/03/02 00:00:00+00,, ,0,0,0, ,0,0, , , ,45180,96,M,A,Street,-80.68944522,36.61651049,SHELTER,GENPOPSHEL,0
-79.87906614,37.49607442,334583,Fincastle Volunteer Fire Department,25 Vine Street,FINCASTLE,BOTETOURT, ,VA,24090,NO,P.O. Box 432, ,FINCASTLE, ,VA,24090,BOTH,100,50, , , , , , ,37.49607442,-79.87906614, , , , ,GENERAL,121758,ROANOKE VALLEY CHAPTER, , , , , ,"""352 CHURCH AVENUE, S. W.""",ROANOKE,VA,24016, , , , ,5-Aug,GENERAL,,CLOSED,,,,,,,,,,,,,45181,100,M,A,Street,-79.87906614,37.49607442,SHELTER,OTHER,0
-79.81096948,37.37436017,334584,Blue Ridge Volunteer Fire and Rescue,1354 Blue Ridge Springs Road,BLUE RIDGE,BOTETOURT, ,VA,24064,NO, , , , , , ,POST,0,25, , , , , , ,37.37436017,-79.81096948, , , , ,GENERAL,121758,ROANOKE VALLEY CHAPTER, , , , , ,"""352 CHURCH AVENUE, S. W.""",ROANOKE,VA,24016, , , , ,5-Aug,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,45182,100,M,A,Street,-79.81096948,37.37436017,SHELTER,GENPOPSHEL,0
-79.31335661,37.37113161,334128,Forest Middle School,100 Ashwood Drive,FOREST,BEDFORD, ,VA,24551,YES,100 Ashwood Dr,"""Forest, Va""",FOREST, ,VA,24551,BOTH,900,300, , , , ,YES,YES,37.37113161,-79.31335661, , , , ,GENERAL,121485,HISTORIC VIRGINIA CHAPTER, , , , , ,403 OLEY ST,BEDFORD,VA,24523, , , , ,8,GENERAL,,CLOSED,,,,,,,,,,,,,45190,100,M,A,Street,-79.31335661,37.37113161,SHELTER,GENPOPSHEL,0
-79.70984971,37.37709411,334131,MONTVALE ELEMENTARY SCHOOL,ONE LITTLE PATRIOT DR,MONTVALE,BEDFORD, ,VA,24122,YES,1 LITTLE PATRIOT DR,MONTVALE,MONTVALE, ,VA,24122,BOTH,636,212, , , , ,YES,NO,37.37709411,-79.70984971, , , , ,GENERAL,121485,HISTORIC VIRGINIA CHAPTER, , , , , ,403 OLEY ST,BEDFORD,VA,24523, , , , ,8,GENERAL,,CLOSED,,,,,,,,,,,,,45191,100,M,A,Street,-79.70984971,37.37709411,SHELTER,GENPOPSHEL,0
-77.72708745,39.15984715,333935,Woodgrove High School,36811 Allder School Rd,PURCELLVILLE,LOUDOUN, ,VA,20132,YES,36811 Allder School Rd, ,PURCELLVILLE, ,VA,20132,BOTH,1139,569, ,YES, , ,YES, ,39.15984715,-77.72708745,NO, ,NO, ,GENERAL,121643,NATIONAL CAPITAL AREA, , , , , ,8550 ARLINGTON BLVD,FAIRFAX,VA,22031, , , , ,8,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,45200,100,M,A,Street,-77.72708745,39.15984715,SHELTER,GENPOPSHEL,0
-77.23937612,37.50389852,335774,Elko Middle School,5901 Elko Rd.,SANDSTON,HENRICO, ,VA,23150,YES,5901 Elko Rd.,"""Sandston, Va""",SANDSTON, ,VA,23150,BOTH,363,181, , , , , , ,37.50389852,-77.23937612, , , , ,GENERAL,121445,GREATER RICHMOND CHAPTER, , , , , ,420 EAST CARY ST,RICHMOND,VA,23219, , , , ,8,GENERAL,590,CLOSED,2020/10/29 12:00:00+00,,OVERNIGHT,0,0,,,0,,3594,Hurricane Irene 8/11 VA/DC,HUR,45644,100,M,A,Street,-77.23937612,37.50389852,SHELTER,GENPOPSHEL,0
-76.25359327,36.91764848,333320,Crossroads Elementary,7920 Tidewater Drive,NORFOLK,NORFOLK CITY, ,VA,23505,YES,7920 Tidewater Drive, ,NORFOLK, ,VA,23505,POST,0,100, , , , , , ,36.91764848,-76.25359327, , , , ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,45673,100,M,A,Street,-76.25359327,36.91764848,SHELTER,GENPOPSHEL,0
-76.26395346,36.88421168,333321,Lafayette-Winona Middle,1701 Alsace Ave,NORFOLK,NORFOLK CITY, ,VA,23509,YES,1701 Alsace Ave, ,NORFOLK, ,VA,23509,POST,0,100, , , , , , ,36.88421168,-76.26395346, , , , ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,45674,100,M,A,Street,-76.26395346,36.88421168,SHELTER,GENPOPSHEL,0
-78.89723132,38.07111891,326615,Waynesboro High School,1200 W MAIN ST,WAYNESBORO,WAYNESBORO CITY, ,VA,22980,YES, , , , , , ,POST,400,200, , , , , , ,38.07111891,-78.89723132, , , , ,GENERAL,121280,CENTRAL VIRGINIA CHAPTER, , , , , ,1105 ROSE HILL DR,CHARLOTTESVILLE,VA,22903, , , , ,5-Aug,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,46395,100,M,A,Street,-78.89723132,38.07111891,SHELTER,GENPOPSHEL,0
-78.13812259,37.63945333,326141,Cartersville Rescue Squad,1667 Cartersville Road,CARTERSVILLE,CUMBERLAND, ,VA,23027,NO, , , , , , ,BOTH,90,45, , , , ,YES,NO,37.63945333,-78.13812259,NO, ,NO, ,OTHER-FUNCTIONAL-MEDICAL,121835,SOUTHSIDE AREA CHAPTER, , , , , ,3267 A South Crater Road,Petersburg,VA,23805, , , , ,8:30 am - 4:30 pm,OTHER-MEDICAL-FUNCTIONAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,46425,100,M,A,Street,-78.13812259,37.63945333,SHELTER,OTHER,0
-76.27738034,36.76140027,326040,Crestwood Intermediate School,1240 GREAT BRIDGE BLVD,CHESAPEAKE,CHESAPEAKE CITY, ,VA,23320,NO, , , , , , ,POST,0,90, , , , , , ,36.76140027,-76.27738034, , , , ,GENERAL,121825,SOUTHEASTERN VIRGINIA, , , , , ,611 W. Brambleton Ave,NORFOLK,VA,23510, , , , , ,GENERAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,46747,100,M,A,Street,-76.27738034,36.76140027,SHELTER,GENPOPSHEL,0
-78.70542391,38.05095611,326067,J. T. Henley Middle School,5880 ROCKFISH GAP TPKE,Crozet,Albemarle, ,VA,22932,NO, , , , , , ,EVAC,421,211, , , , , , ,38.05095611,-78.70542391, , , , ,GENERAL-FUNCTIONAL-MEDICAL,121280,CENTRAL VIRGINIA CHAPTER, , , , , ,1105 ROSE HILL DR,CHARLOTTESVILLE,VA,22903, , , , ,5-Aug,GENERAL-MEDICAL-FUNCTIONAL,0,CLOSED,,, ,0,0,0, ,0,0, , , ,46886,100,M,A,Street,-78.70542391,38.05095611,SHELTER,GENPOPSHEL,0
-79.53046194,37.64589247,326461,Natural Bridge Fire Department,5705 S LEE HWY,NATURAL BRIDGE,ROCKBRIDGE, ,VA,24578,NO, , , , , , ,POST,60,30, , , , , , ,37.64589247,-79.53046194, , , , ,GENERAL,121280,CENTRAL VIRGINIA CHAPTER, , , , , ,1105 ROSE HILL DR,CHARLOTTESVILLE,VA,22903, , , , ,5-Aug,GENERAL,3714,CLOSED,,2013/03/07 00:00:00+00,OVERNIGHT,0,,,,0,,VA0313-01,03/06/2013 VA 03/13 Blizzard - VIRGINIA MOUNTAIN REGION,UNK,46989,100,M,A,Street,-79.53046194,37.64589247,SHELTER,GENPOPSHEL,0
-77.20121789,38.28504963,326385,KING GEORGE MIDDLE SCHOOL,8562 DAHLGREN RD,King George,King George, ,VA,22485,NO, , , , , , ,EVAC,319,159, ,YES, , , , ,38.28504963,-77.20121789, , , , ,OTHER,121743,RAPPAHONNOCK AREA CHAPTER, , , , , ,11047 PIERSON DR,FREDERICKSBURG,VA,22408, , , , ,8,OTHER,0,CLOSED,2020/08/27 11:00:00+00,, ,0,0,0, ,0,0, , , ,46990,100,M,A,Street,-77.20121789,38.28504963,SHELTER,OTHER,0
-77.48300246,37.43698896,339023,Meadowbrook High School,4901 Cogbill Road,AMPTHILL,Chesterfield,,VA,23234,,4901 Cogbill Road,"Chesterfield, Va",Richmond,Chesterfield,VA,23234,BOTH,420,210,UNK,UNK,NONE,,UNK,UNK,37.43698896,-77.48300246,NO,NO,NO,UNK,,123442,GREATER RICHMOND CHAPTER-1,,,,,,420 EAST CARY ST,RICHMOND,VA,23219,,,,,,,,CLOSED,2020/10/29 12:00:00+00,,,0,,,,0,,,,,47112,84,M,A,Street,-77.48300246,37.43698896,SHELTER,GENPOPSHEL,100
-76.42881718,37.05160249,339028,George P. Phenix School,1061 Big Bethel Road,HAMPTON,Hampton,,VA,23666,,1061 Big Bethel Road,,Hampton,Hampton,VA,23666,EVAC,60,0,UNK,UNK,NONE,,UNK,UNK,37.05160249,-76.42881718,NO,NO,NO,UNK,,123447,HAMPTON ROADS CHAPTER-1,,,,,,4905 W MERCURY RD,NEWPORT NEWS,VA,23605,,,,,,,590,CLOSED,2019/09/05 00:00:00+00,,OVERNIGHT,0,,,,0,,3594,Hurricane Irene 8/11 VA/DC,HUR,47116,100,M,A,Street,-76.42881718,37.05160249,SHELTER,GENPOPSHEL,100
