federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,role_played_by_owner_or_manager_in_facility,owner_type,owner_name,ownership_percentage,association_date,location,processing_date
495297,BOWLING GREEN HEALTH & REHABILITATION CENTER,120 ANDERSON AVENUE,BOWLING GREEN,VA,22427,MANAGING EMPLOYEE,Individual,"WOOD, JANEENE",NOT APPLICABLE,since 05/28/2021,"120 ANDERSON AVENUE,BOWLING GREEN,VA,22427",8/1/22
495299,ELIZABETH ADAM CRUMP HEALTH AND REHAB,3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,GL VIRGINIA HOLDINGS LLC,100%,since 12/16/2016,"3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060",8/1/22
495299,ELIZABETH ADAM CRUMP HEALTH AND REHAB,3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"TRIO HEALTH CARE - EAST, LLC",NO PERCENTAGE PROVIDED,since 05/24/2019,"3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060",8/1/22
495299,ELIZABETH ADAM CRUMP HEALTH AND REHAB,3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,TRIO HEALTHCARE INVESTORS LLC,NO PERCENTAGE PROVIDED,since 12/16/2016,"3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060",8/1/22
495299,ELIZABETH ADAM CRUMP HEALTH AND REHAB,3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,TRIO HEALTHCARE LLC,NO PERCENTAGE PROVIDED,since 12/10/2019,"3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060",8/1/22
495299,ELIZABETH ADAM CRUMP HEALTH AND REHAB,3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"GENTRY, BOYD",NO PERCENTAGE PROVIDED,since 12/16/2016,"3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060",8/1/22
495299,ELIZABETH ADAM CRUMP HEALTH AND REHAB,3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"GREEN, MELISSA",NO PERCENTAGE PROVIDED,since 12/16/2016,"3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060",8/1/22
495299,ELIZABETH ADAM CRUMP HEALTH AND REHAB,3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"RUBENSTEIN, DAVID",NO PERCENTAGE PROVIDED,since 12/16/2016,"3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060",8/1/22
495299,ELIZABETH ADAM CRUMP HEALTH AND REHAB,3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060,OFFICER,Individual,"GENTRY, BOYD",NOT APPLICABLE,since 12/16/2016,"3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060",8/1/22
495299,ELIZABETH ADAM CRUMP HEALTH AND REHAB,3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060,OFFICER,Individual,"GREEN, MELISSA",NOT APPLICABLE,since 12/16/2016,"3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060",8/1/22
495299,ELIZABETH ADAM CRUMP HEALTH AND REHAB,3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060,OFFICER,Individual,"RUBENSTEIN, DAVID",NOT APPLICABLE,since 12/16/2016,"3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060",8/1/22
495299,ELIZABETH ADAM CRUMP HEALTH AND REHAB,3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060,MANAGING EMPLOYEE,Individual,"RECTOR, ROBERT",NOT APPLICABLE,since 12/16/2016,"3600 MOUNTAIN ROAD,GLEN ALLEN,VA,23060",8/1/22
495300,HERITAGE HALL KING GEORGE,10051 FOXES WAY,KING GEORGE,VA,22485,OPERATIONAL/MANAGERIAL CONTROL,Organization,AMERICAN HEALTHCARE LLC,NOT APPLICABLE,since 11/22/2014,"10051 FOXES WAY,KING GEORGE,VA,22485",8/1/22
495300,HERITAGE HALL KING GEORGE,10051 FOXES WAY,KING GEORGE,VA,22485,DIRECTOR,Individual,"EAST, THOMAS",NOT APPLICABLE,since 01/22/2018,"10051 FOXES WAY,KING GEORGE,VA,22485",8/1/22
495300,HERITAGE HALL KING GEORGE,10051 FOXES WAY,KING GEORGE,VA,22485,DIRECTOR,Individual,"HOPKINS, WILLIAM",NOT APPLICABLE,since 01/22/2018,"10051 FOXES WAY,KING GEORGE,VA,22485",8/1/22
495300,HERITAGE HALL KING GEORGE,10051 FOXES WAY,KING GEORGE,VA,22485,OFFICER,Individual,"DALTON, ROBERT",NOT APPLICABLE,since 01/22/2018,"10051 FOXES WAY,KING GEORGE,VA,22485",8/1/22
495300,HERITAGE HALL KING GEORGE,10051 FOXES WAY,KING GEORGE,VA,22485,OFFICER,Individual,"EAST, THOMAS",NOT APPLICABLE,since 01/22/2018,"10051 FOXES WAY,KING GEORGE,VA,22485",8/1/22
495300,HERITAGE HALL KING GEORGE,10051 FOXES WAY,KING GEORGE,VA,22485,OFFICER,Individual,"HAINES, JAMES L",NOT APPLICABLE,since 01/22/2018,"10051 FOXES WAY,KING GEORGE,VA,22485",8/1/22
495300,HERITAGE HALL KING GEORGE,10051 FOXES WAY,KING GEORGE,VA,22485,MANAGING EMPLOYEE,Individual,"DALTON, ROBERT",NOT APPLICABLE,since 01/22/2018,"10051 FOXES WAY,KING GEORGE,VA,22485",8/1/22
495301,HERITAGE HALL  FRONT ROYAL,400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"AHC ACQUISITIONS, LLC",16%,since 07/10/2020,"400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630",8/1/22
495301,HERITAGE HALL  FRONT ROYAL,400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,THIRD WCC BLIND TR,55%,since 07/10/2020,"400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630",8/1/22
495301,HERITAGE HALL  FRONT ROYAL,400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"CRANWELL, C.",8%,since 07/10/2020,"400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630",8/1/22
495301,HERITAGE HALL  FRONT ROYAL,400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"CRANWELL, ROBERT",21%,since 07/10/2020,"400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630",8/1/22
495301,HERITAGE HALL  FRONT ROYAL,400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630,OPERATIONAL/MANAGERIAL CONTROL,Organization,AMERICAN HEALTHCARE LLC,NOT APPLICABLE,since 11/22/2010,"400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630",8/1/22
495301,HERITAGE HALL  FRONT ROYAL,400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630,DIRECTOR,Individual,"EAST, THOMAS",NOT APPLICABLE,since 11/20/2012,"400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630",8/1/22
495301,HERITAGE HALL  FRONT ROYAL,400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630,DIRECTOR,Individual,"HAINES, JAMES L",NOT APPLICABLE,since 08/01/2005,"400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630",8/1/22
495301,HERITAGE HALL  FRONT ROYAL,400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630,DIRECTOR,Individual,"HOPKINS, WILLIAM",NOT APPLICABLE,since 07/23/2010,"400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630",8/1/22
495301,HERITAGE HALL  FRONT ROYAL,400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630,OFFICER,Individual,"EAST, THOMAS",NOT APPLICABLE,since 11/20/2012,"400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630",8/1/22
495301,HERITAGE HALL  FRONT ROYAL,400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630,MANAGING EMPLOYEE,Individual,"DALTON, ROBERT",NOT APPLICABLE,since 07/10/2020,"400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630",8/1/22
495301,HERITAGE HALL  FRONT ROYAL,400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630,MANAGING EMPLOYEE,Individual,"HAINES, JAMES L",NOT APPLICABLE,since 08/01/2005,"400 WEST STRASBURG ROAD,FRONT ROYAL,VA,22630",8/1/22
495302,FOREST HEALTH & REHAB CENTER,2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"SABER HEALTHCARE HOLDINGS, LLC",100%,since 06/01/2021,"2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501",8/1/22
495302,FOREST HEALTH & REHAB CENTER,2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"BENJAMIN N. VOLPE FAMILY DYNASTY TRUST (DATED DECEMBER 29, 2020)",NO PERCENTAGE PROVIDED,since 06/01/2021,"2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501",8/1/22
495302,FOREST HEALTH & REHAB CENTER,2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"BNV DYNASTY, LLC",NO PERCENTAGE PROVIDED,since 06/01/2021,"2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501",8/1/22
495302,FOREST HEALTH & REHAB CENTER,2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"DECANTED WILLIAM I. WEISBERG FAMILY DYNASTY TRUST DATED SEPT 30, 2020",NO PERCENTAGE PROVIDED,since 06/01/2021,"2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501",8/1/22
495302,FOREST HEALTH & REHAB CENTER,2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SHH HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 06/01/2021,"2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501",8/1/22
495302,FOREST HEALTH & REHAB CENTER,2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,WIW DYNASTY LLC,NO PERCENTAGE PROVIDED,since 06/01/2021,"2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501",8/1/22
495302,FOREST HEALTH & REHAB CENTER,2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,WWBV HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 06/01/2021,"2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501",8/1/22
495302,FOREST HEALTH & REHAB CENTER,2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501,OPERATIONAL/MANAGERIAL CONTROL,Organization,"SABER GOVERNANCE, LLC",NOT APPLICABLE,since 06/01/2021,"2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501",8/1/22
495302,FOREST HEALTH & REHAB CENTER,2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501,DIRECTOR,Individual,"VOLPE, BENJAMIN",NOT APPLICABLE,since 06/01/2021,"2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501",8/1/22
495302,FOREST HEALTH & REHAB CENTER,2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501,DIRECTOR,Individual,"WEISBERG, WILLIAM",NOT APPLICABLE,since 06/01/2021,"2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501",8/1/22
495302,FOREST HEALTH & REHAB CENTER,2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501,OFFICER,Individual,"NICOLUZAKIS, GREGORY",NOT APPLICABLE,since 06/01/2021,"2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501",8/1/22
495302,FOREST HEALTH & REHAB CENTER,2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501,OFFICER,Individual,"VOLPE, BENJAMIN",NOT APPLICABLE,since 06/01/2021,"2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501",8/1/22
495302,FOREST HEALTH & REHAB CENTER,2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501,OFFICER,Individual,"WEISBERG, WILLIAM",NOT APPLICABLE,since 06/01/2021,"2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501",8/1/22
495302,FOREST HEALTH & REHAB CENTER,2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501,MANAGING EMPLOYEE,Individual,"GRANT, PAMELA",NOT APPLICABLE,since 06/01/2021,"2406 ATHERHOLT ROAD,LYNCHBURG,VA,24501",8/1/22
495303,THREE RIVERS HEALTH & REHAB CENTER,2960 CHELSEA ROAD,WEST POINT,VA,23181,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,WEST POINT SNF OPERATIONS LLC,100%,since 10/28/2020,"2960 CHELSEA ROAD,WEST POINT,VA,23181",8/1/22
495303,THREE RIVERS HEALTH & REHAB CENTER,2960 CHELSEA ROAD,WEST POINT,VA,23181,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,DELILAH 2626 HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 10/28/2020,"2960 CHELSEA ROAD,WEST POINT,VA,23181",8/1/22
495303,THREE RIVERS HEALTH & REHAB CENTER,2960 CHELSEA ROAD,WEST POINT,VA,23181,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,LION 26 HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 10/28/2020,"2960 CHELSEA ROAD,WEST POINT,VA,23181",8/1/22
495303,THREE RIVERS HEALTH & REHAB CENTER,2960 CHELSEA ROAD,WEST POINT,VA,23181,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SABRINA 1818 HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 10/28/2020,"2960 CHELSEA ROAD,WEST POINT,VA,23181",8/1/22
495303,THREE RIVERS HEALTH & REHAB CENTER,2960 CHELSEA ROAD,WEST POINT,VA,23181,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SAESSY IRREVOCABLE TRUST,NO PERCENTAGE PROVIDED,since 10/28/2020,"2960 CHELSEA ROAD,WEST POINT,VA,23181",8/1/22
495303,THREE RIVERS HEALTH & REHAB CENTER,2960 CHELSEA ROAD,WEST POINT,VA,23181,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,TATIRIQ IRREVOCABLE TRUST,NO PERCENTAGE PROVIDED,since 10/28/2020,"2960 CHELSEA ROAD,WEST POINT,VA,23181",8/1/22
495303,THREE RIVERS HEALTH & REHAB CENTER,2960 CHELSEA ROAD,WEST POINT,VA,23181,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,TIDEWATER OPERATIONS HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 10/28/2020,"2960 CHELSEA ROAD,WEST POINT,VA,23181",8/1/22
495303,THREE RIVERS HEALTH & REHAB CENTER,2960 CHELSEA ROAD,WEST POINT,VA,23181,OPERATIONAL/MANAGERIAL CONTROL,Organization,HVH TIDEWATER MANAGEMENT LLC,NOT APPLICABLE,since 10/28/2020,"2960 CHELSEA ROAD,WEST POINT,VA,23181",8/1/22
495303,THREE RIVERS HEALTH & REHAB CENTER,2960 CHELSEA ROAD,WEST POINT,VA,23181,OFFICER,Individual,"SCHWARTZ, STEVEN",NOT APPLICABLE,since 10/28/2020,"2960 CHELSEA ROAD,WEST POINT,VA,23181",8/1/22
495303,THREE RIVERS HEALTH & REHAB CENTER,2960 CHELSEA ROAD,WEST POINT,VA,23181,MANAGING EMPLOYEE,Individual,"CALVERT, CRYSTAL",NOT APPLICABLE,since 02/01/2021,"2960 CHELSEA ROAD,WEST POINT,VA,23181",8/1/22
495305,COLISEUM NURSING AND REHABILITATION CENTER,305 MARCELLA ROAD,HAMPTON,VA,23666,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,GEORGE S MITCHELL JR RVOC TR,NO PERCENTAGE PROVIDED,since 11/20/2020,"305 MARCELLA ROAD,HAMPTON,VA,23666",8/1/22
495305,COLISEUM NURSING AND REHABILITATION CENTER,305 MARCELLA ROAD,HAMPTON,VA,23666,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"VIRGINIA HEALTH SERVICES, INC",NO PERCENTAGE PROVIDED,since 03/01/2013,"305 MARCELLA ROAD,HAMPTON,VA,23666",8/1/22
495305,COLISEUM NURSING AND REHABILITATION CENTER,305 MARCELLA ROAD,HAMPTON,VA,23666,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"SUTTLE, RAYMOND",NO PERCENTAGE PROVIDED,since 03/06/1975,"305 MARCELLA ROAD,HAMPTON,VA,23666",8/1/22
495305,COLISEUM NURSING AND REHABILITATION CENTER,305 MARCELLA ROAD,HAMPTON,VA,23666,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"WASON, HARRY",NO PERCENTAGE PROVIDED,since 01/22/2013,"305 MARCELLA ROAD,HAMPTON,VA,23666",8/1/22
495305,COLISEUM NURSING AND REHABILITATION CENTER,305 MARCELLA ROAD,HAMPTON,VA,23666,DIRECTOR,Individual,"HARDEN, ELIZABETH",NOT APPLICABLE,since 04/22/2014,"305 MARCELLA ROAD,HAMPTON,VA,23666",8/1/22
495305,COLISEUM NURSING AND REHABILITATION CENTER,305 MARCELLA ROAD,HAMPTON,VA,23666,DIRECTOR,Individual,"KLYCZEK, MARK",NOT APPLICABLE,since 04/01/2020,"305 MARCELLA ROAD,HAMPTON,VA,23666",8/1/22
495305,COLISEUM NURSING AND REHABILITATION CENTER,305 MARCELLA ROAD,HAMPTON,VA,23666,DIRECTOR,Individual,"MORRISETTE, STEPHEN",NOT APPLICABLE,since 01/01/2015,"305 MARCELLA ROAD,HAMPTON,VA,23666",8/1/22
495305,COLISEUM NURSING AND REHABILITATION CENTER,305 MARCELLA ROAD,HAMPTON,VA,23666,OFFICER,Individual,"BOLDY, NICOLE",NOT APPLICABLE,since 07/01/2020,"305 MARCELLA ROAD,HAMPTON,VA,23666",8/1/22
495305,COLISEUM NURSING AND REHABILITATION CENTER,305 MARCELLA ROAD,HAMPTON,VA,23666,OFFICER,Individual,"FREEMAN, ROBERT",NOT APPLICABLE,since 01/01/2012,"305 MARCELLA ROAD,HAMPTON,VA,23666",8/1/22
495305,COLISEUM NURSING AND REHABILITATION CENTER,305 MARCELLA ROAD,HAMPTON,VA,23666,OFFICER,Individual,"KLYCZEK, MARK",NOT APPLICABLE,since 04/01/2020,"305 MARCELLA ROAD,HAMPTON,VA,23666",8/1/22
495305,COLISEUM NURSING AND REHABILITATION CENTER,305 MARCELLA ROAD,HAMPTON,VA,23666,OFFICER,Individual,"SUTTLE, RAYMOND",NOT APPLICABLE,since 01/01/2012,"305 MARCELLA ROAD,HAMPTON,VA,23666",8/1/22
495305,COLISEUM NURSING AND REHABILITATION CENTER,305 MARCELLA ROAD,HAMPTON,VA,23666,OFFICER,Individual,"WASON, HARRY",NOT APPLICABLE,since 01/01/2012,"305 MARCELLA ROAD,HAMPTON,VA,23666",8/1/22
495305,COLISEUM NURSING AND REHABILITATION CENTER,305 MARCELLA ROAD,HAMPTON,VA,23666,MANAGING EMPLOYEE,Individual,"BOLDY, NICOLE",NOT APPLICABLE,since 03/01/2013,"305 MARCELLA ROAD,HAMPTON,VA,23666",8/1/22
495305,COLISEUM NURSING AND REHABILITATION CENTER,305 MARCELLA ROAD,HAMPTON,VA,23666,MANAGING EMPLOYEE,Individual,"HAAS, LISBETH",NOT APPLICABLE,since 10/01/2013,"305 MARCELLA ROAD,HAMPTON,VA,23666",8/1/22
495305,COLISEUM NURSING AND REHABILITATION CENTER,305 MARCELLA ROAD,HAMPTON,VA,23666,MANAGING EMPLOYEE,Individual,"KLYCZEK, MARK",NOT APPLICABLE,since 04/01/2020,"305 MARCELLA ROAD,HAMPTON,VA,23666",8/1/22
495305,COLISEUM NURSING AND REHABILITATION CENTER,305 MARCELLA ROAD,HAMPTON,VA,23666,MANAGING EMPLOYEE,Individual,"LUNDIN, DONALD",NOT APPLICABLE,since 03/01/2021,"305 MARCELLA ROAD,HAMPTON,VA,23666",8/1/22
495305,COLISEUM NURSING AND REHABILITATION CENTER,305 MARCELLA ROAD,HAMPTON,VA,23666,MANAGING EMPLOYEE,Individual,"WALTERS, ROBERT",NOT APPLICABLE,since 10/14/2013,"305 MARCELLA ROAD,HAMPTON,VA,23666",8/1/22
495305,COLISEUM NURSING AND REHABILITATION CENTER,305 MARCELLA ROAD,HAMPTON,VA,23666,5% OR GREATER MORTGAGE INTEREST,Organization,"FULTON BANK, N.A.",NOT APPLICABLE,since 03/01/2013,"305 MARCELLA ROAD,HAMPTON,VA,23666",8/1/22
495306,BLUE RIDGE THERAPY CONNECTION,105 LANDMARK DRIVE,STUART,VA,24171,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,LANDMARK OPERATIONS HOLDINGS LLC,100%,since 07/01/2019,"105 LANDMARK DRIVE,STUART,VA,24171",8/1/22
495306,BLUE RIDGE THERAPY CONNECTION,105 LANDMARK DRIVE,STUART,VA,24171,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,DELILAH 2626 HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 07/01/2019,"105 LANDMARK DRIVE,STUART,VA,24171",8/1/22
495306,BLUE RIDGE THERAPY CONNECTION,105 LANDMARK DRIVE,STUART,VA,24171,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,LION 26 HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 07/01/2019,"105 LANDMARK DRIVE,STUART,VA,24171",8/1/22
495306,BLUE RIDGE THERAPY CONNECTION,105 LANDMARK DRIVE,STUART,VA,24171,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SABRINA 1818 HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 07/01/2019,"105 LANDMARK DRIVE,STUART,VA,24171",8/1/22
495306,BLUE RIDGE THERAPY CONNECTION,105 LANDMARK DRIVE,STUART,VA,24171,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SAESSY IRREVOCABLE TRUST,NO PERCENTAGE PROVIDED,since 07/01/2019,"105 LANDMARK DRIVE,STUART,VA,24171",8/1/22
495306,BLUE RIDGE THERAPY CONNECTION,105 LANDMARK DRIVE,STUART,VA,24171,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,TATIRIQ IRREVOCABLE TRUST,NO PERCENTAGE PROVIDED,since 07/01/2019,"105 LANDMARK DRIVE,STUART,VA,24171",8/1/22
495306,BLUE RIDGE THERAPY CONNECTION,105 LANDMARK DRIVE,STUART,VA,24171,OPERATIONAL/MANAGERIAL CONTROL,Organization,HVH LANDMARK MANAGEMENT LLC,NOT APPLICABLE,since 07/01/2019,"105 LANDMARK DRIVE,STUART,VA,24171",8/1/22
495306,BLUE RIDGE THERAPY CONNECTION,105 LANDMARK DRIVE,STUART,VA,24171,OFFICER,Individual,"IDELS, SHIMON",NOT APPLICABLE,since 07/01/2019,"105 LANDMARK DRIVE,STUART,VA,24171",8/1/22
495306,BLUE RIDGE THERAPY CONNECTION,105 LANDMARK DRIVE,STUART,VA,24171,OFFICER,Individual,"LIEBERMAN, JOSEPH",NOT APPLICABLE,since 07/01/2019,"105 LANDMARK DRIVE,STUART,VA,24171",8/1/22
495306,BLUE RIDGE THERAPY CONNECTION,105 LANDMARK DRIVE,STUART,VA,24171,OFFICER,Individual,"SCHWARTZ, STEVEN",NOT APPLICABLE,since 07/01/2019,"105 LANDMARK DRIVE,STUART,VA,24171",8/1/22
495306,BLUE RIDGE THERAPY CONNECTION,105 LANDMARK DRIVE,STUART,VA,24171,MANAGING EMPLOYEE,Individual,"GREELEY, MICHAEL",NOT APPLICABLE,since 07/01/2019,"105 LANDMARK DRIVE,STUART,VA,24171",8/1/22
495306,BLUE RIDGE THERAPY CONNECTION,105 LANDMARK DRIVE,STUART,VA,24171,5% OR GREATER SECURITY INTEREST,Organization,VNB NEW YORK LLC,NOT APPLICABLE,since 07/01/2019,"105 LANDMARK DRIVE,STUART,VA,24171",8/1/22
495308,WATERVIEW HEALTH & REHAB CENTER,414 ALGONQUIN RD,HAMPTON,VA,23661,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,HAMPTON SNF HOLDINGS LLC,100%,since 02/01/2021,"414 ALGONQUIN RD,HAMPTON,VA,23661",8/1/22
495308,WATERVIEW HEALTH & REHAB CENTER,414 ALGONQUIN RD,HAMPTON,VA,23661,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,DELILAH 2626 HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 02/01/2021,"414 ALGONQUIN RD,HAMPTON,VA,23661",8/1/22
495308,WATERVIEW HEALTH & REHAB CENTER,414 ALGONQUIN RD,HAMPTON,VA,23661,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,LION 26 HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 02/01/2021,"414 ALGONQUIN RD,HAMPTON,VA,23661",8/1/22
495308,WATERVIEW HEALTH & REHAB CENTER,414 ALGONQUIN RD,HAMPTON,VA,23661,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SABRINA 1818 HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 02/01/2021,"414 ALGONQUIN RD,HAMPTON,VA,23661",8/1/22
495308,WATERVIEW HEALTH & REHAB CENTER,414 ALGONQUIN RD,HAMPTON,VA,23661,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SAESSY IRREVOCABLE TRUST,NO PERCENTAGE PROVIDED,since 02/01/2021,"414 ALGONQUIN RD,HAMPTON,VA,23661",8/1/22
495308,WATERVIEW HEALTH & REHAB CENTER,414 ALGONQUIN RD,HAMPTON,VA,23661,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,TATIRIQ IRREVOCABLE TRUST,NO PERCENTAGE PROVIDED,since 02/01/2021,"414 ALGONQUIN RD,HAMPTON,VA,23661",8/1/22
495308,WATERVIEW HEALTH & REHAB CENTER,414 ALGONQUIN RD,HAMPTON,VA,23661,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,TIDEWATER OPERATIONS HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 02/01/2021,"414 ALGONQUIN RD,HAMPTON,VA,23661",8/1/22
495308,WATERVIEW HEALTH & REHAB CENTER,414 ALGONQUIN RD,HAMPTON,VA,23661,OPERATIONAL/MANAGERIAL CONTROL,Organization,HVH TIDEWATER MANAGEMENT LLC,NOT APPLICABLE,since 02/01/2021,"414 ALGONQUIN RD,HAMPTON,VA,23661",8/1/22
495308,WATERVIEW HEALTH & REHAB CENTER,414 ALGONQUIN RD,HAMPTON,VA,23661,OFFICER,Individual,"SCHWARTZ, STEVEN",NOT APPLICABLE,since 10/28/2020,"414 ALGONQUIN RD,HAMPTON,VA,23661",8/1/22
